,crime,cuadrante,difference,end_period1,end_period2,period1_count,period2_count,population,sector,start_period1,start_period2
13633,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.2.2,1,2020-05,2021-05,0,1,8422.0,BUENAVISTA,2019-06,2020-06
13634,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.2.3,0,2020-05,2021-05,1,1,4746.0,BUENAVISTA,2019-06,2020-06
13635,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.2.4,0,2020-05,2021-05,0,0,7555.0,BUENAVISTA,2019-06,2020-06
13636,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.2.5,1,2020-05,2021-05,1,2,3118.0,BUENAVISTA,2019-06,2020-06
13637,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.2.6,0,2020-05,2021-05,1,1,4477.0,BUENAVISTA,2019-06,2020-06
13638,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.2.7,0,2020-05,2021-05,1,1,5148.0,BUENAVISTA,2019-06,2020-06
13639,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.2.8,0,2020-05,2021-05,0,0,8037.0,BUENAVISTA,2019-06,2020-06
13640,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.2.9,0,2020-05,2021-05,2,2,6729.0,BUENAVISTA,2019-06,2020-06
13641,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.3.1,0,2020-05,2021-05,0,0,4471.0,MORELOS,2019-06,2020-06
13642,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.3.2,0,2020-05,2021-05,0,0,12649.0,MORELOS,2019-06,2020-06
13643,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.3.3,3,2020-05,2021-05,0,3,6832.0,MORELOS,2019-06,2020-06
13644,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.3.4,2,2020-05,2021-05,0,2,6619.0,MORELOS,2019-06,2020-06
13645,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.3.5,1,2020-05,2021-05,0,1,5091.0,MORELOS,2019-06,2020-06
13646,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.1,-1,2020-05,2021-05,1,0,3896.0,ROMA,2019-06,2020-06
13647,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.10,-2,2020-05,2021-05,2,0,5640.0,ROMA,2019-06,2020-06
13648,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.11,-2,2020-05,2021-05,2,0,6134.0,ROMA,2019-06,2020-06
13649,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.12,0,2020-05,2021-05,1,1,6542.0,ROMA,2019-06,2020-06
13650,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.13,0,2020-05,2021-05,1,1,7814.0,ROMA,2019-06,2020-06
13651,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.14,-1,2020-05,2021-05,1,0,4759.0,ROMA,2019-06,2020-06
13652,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.15,3,2020-05,2021-05,2,5,4274.0,ROMA,2019-06,2020-06
13653,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.2,0,2020-05,2021-05,0,0,4132.0,ROMA,2019-06,2020-06
13654,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.3,0,2020-05,2021-05,0,0,1996.0,ROMA,2019-06,2020-06
13655,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.4,-3,2020-05,2021-05,3,0,2662.0,ROMA,2019-06,2020-06
13656,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.5,-3,2020-05,2021-05,3,0,5796.0,ROMA,2019-06,2020-06
13657,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.6,-1,2020-05,2021-05,2,1,6909.0,ROMA,2019-06,2020-06
13658,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.7,-1,2020-05,2021-05,1,0,4140.0,ROMA,2019-06,2020-06
13659,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.8,-1,2020-05,2021-05,3,2,3403.0,ROMA,2019-06,2020-06
13660,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.4.9,-1,2020-05,2021-05,1,0,2337.0,ROMA,2019-06,2020-06
13661,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.1,-1,2020-05,2021-05,3,2,8050.0,TLATELOLCO,2019-06,2020-06
13662,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.10,0,2020-05,2021-05,0,0,11178.0,TLATELOLCO,2019-06,2020-06
13663,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.11,0,2020-05,2021-05,0,0,8487.0,TLATELOLCO,2019-06,2020-06
13664,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.12,-2,2020-05,2021-05,2,0,8178.0,TLATELOLCO,2019-06,2020-06
13665,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.2,-4,2020-05,2021-05,4,0,4928.0,TLATELOLCO,2019-06,2020-06
13666,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.3,-1,2020-05,2021-05,1,0,2935.0,TLATELOLCO,2019-06,2020-06
13667,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.4,-4,2020-05,2021-05,4,0,10190.0,TLATELOLCO,2019-06,2020-06
13668,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.5,-3,2020-05,2021-05,4,1,5406.0,TLATELOLCO,2019-06,2020-06
13669,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.6,-2,2020-05,2021-05,2,0,16096.0,TLATELOLCO,2019-06,2020-06
13670,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.7,0,2020-05,2021-05,0,0,6281.0,TLATELOLCO,2019-06,2020-06
13671,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.8,1,2020-05,2021-05,1,2,4491.0,TLATELOLCO,2019-06,2020-06
13672,ROBO DE VEHICULO AUTOMOTOR C.V.,C-2.5.9,5,2020-05,2021-05,2,7,10117.0,TLATELOLCO,2019-06,2020-06
13673,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.1,0,2020-05,2021-05,2,2,15315.0,CUAUTEPEC,2019-06,2020-06
13674,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.10,-1,2020-05,2021-05,2,1,5219.0,CUAUTEPEC,2019-06,2020-06
13675,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.11,-2,2020-05,2021-05,2,0,4959.0,CUAUTEPEC,2019-06,2020-06
13676,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.12,-1,2020-05,2021-05,2,1,13429.0,CUAUTEPEC,2019-06,2020-06
13677,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.13,0,2020-05,2021-05,4,4,18341.0,CUAUTEPEC,2019-06,2020-06
13678,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.14,3,2020-05,2021-05,4,7,8607.0,CUAUTEPEC,2019-06,2020-06
13679,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.15,-4,2020-05,2021-05,8,4,14996.0,CUAUTEPEC,2019-06,2020-06
13680,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.16,-5,2020-05,2021-05,7,2,13215.0,CUAUTEPEC,2019-06,2020-06
13681,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.17,-1,2020-05,2021-05,7,6,13514.0,CUAUTEPEC,2019-06,2020-06
13682,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.18,-1,2020-05,2021-05,23,22,30453.0,CUAUTEPEC,2019-06,2020-06
13683,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.19,6,2020-05,2021-05,1,7,14101.0,CUAUTEPEC,2019-06,2020-06
13684,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.2,-1,2020-05,2021-05,9,8,21058.0,CUAUTEPEC,2019-06,2020-06
13685,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.20,-2,2020-05,2021-05,5,3,16797.0,CUAUTEPEC,2019-06,2020-06
13686,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.21,2,2020-05,2021-05,1,3,10921.0,CUAUTEPEC,2019-06,2020-06
13687,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.3,0,2020-05,2021-05,7,7,24271.0,CUAUTEPEC,2019-06,2020-06
13688,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.4,-1,2020-05,2021-05,5,4,9411.0,CUAUTEPEC,2019-06,2020-06
13689,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.5,-3,2020-05,2021-05,3,0,11447.0,CUAUTEPEC,2019-06,2020-06
13690,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.6,-8,2020-05,2021-05,11,3,14525.0,CUAUTEPEC,2019-06,2020-06
13691,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.7,-3,2020-05,2021-05,4,1,2195.0,CUAUTEPEC,2019-06,2020-06
13692,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.8,3,2020-05,2021-05,4,7,13794.0,CUAUTEPEC,2019-06,2020-06
13693,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.1.9,-4,2020-05,2021-05,5,1,3929.0,CUAUTEPEC,2019-06,2020-06
13694,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.1,-9,2020-05,2021-05,17,8,16393.0,LINDAVISTA,2019-06,2020-06
13695,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.10,-1,2020-05,2021-05,3,2,8033.0,LINDAVISTA,2019-06,2020-06
13696,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.11,-1,2020-05,2021-05,2,1,3682.0,LINDAVISTA,2019-06,2020-06
13697,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.12,-1,2020-05,2021-05,5,4,4654.0,LINDAVISTA,2019-06,2020-06
13698,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.13,1,2020-05,2021-05,4,5,5496.0,LINDAVISTA,2019-06,2020-06
13699,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.14,-5,2020-05,2021-05,5,0,5732.0,LINDAVISTA,2019-06,2020-06
13700,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.15,-4,2020-05,2021-05,7,3,10360.0,LINDAVISTA,2019-06,2020-06
13701,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.16,1,2020-05,2021-05,1,2,3422.0,LINDAVISTA,2019-06,2020-06
13702,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.17,-2,2020-05,2021-05,3,1,10830.0,LINDAVISTA,2019-06,2020-06
13703,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.2,0,2020-05,2021-05,3,3,33.0,LINDAVISTA,2019-06,2020-06
13704,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.3,-2,2020-05,2021-05,3,1,6234.0,LINDAVISTA,2019-06,2020-06
13705,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.4,0,2020-05,2021-05,0,0,3105.0,LINDAVISTA,2019-06,2020-06
13706,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.5,0,2020-05,2021-05,1,1,2029.0,LINDAVISTA,2019-06,2020-06
13707,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.6,-5,2020-05,2021-05,10,5,2588.0,LINDAVISTA,2019-06,2020-06
13708,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.7,0,2020-05,2021-05,2,2,1931.0,LINDAVISTA,2019-06,2020-06
13709,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.8,-3,2020-05,2021-05,8,5,4937.0,LINDAVISTA,2019-06,2020-06
13710,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.2.9,-5,2020-05,2021-05,13,8,3179.0,LINDAVISTA,2019-06,2020-06
13711,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.1,2,2020-05,2021-05,6,8,14187.0,TICOMAN,2019-06,2020-06
13712,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.10,-3,2020-05,2021-05,5,2,17800.0,TICOMAN,2019-06,2020-06
13713,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.11,-7,2020-05,2021-05,12,5,7695.0,TICOMAN,2019-06,2020-06
13714,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.12,-4,2020-05,2021-05,13,9,17795.0,TICOMAN,2019-06,2020-06
13715,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.13,1,2020-05,2021-05,1,2,17.0,TICOMAN,2019-06,2020-06
13716,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.2,-3,2020-05,2021-05,4,1,8355.0,TICOMAN,2019-06,2020-06
13717,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.3,-1,2020-05,2021-05,14,13,13908.0,TICOMAN,2019-06,2020-06
13718,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.4,-5,2020-05,2021-05,8,3,7819.0,TICOMAN,2019-06,2020-06
13719,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.5,0,2020-05,2021-05,2,2,9553.0,TICOMAN,2019-06,2020-06
13720,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.6,-1,2020-05,2021-05,4,3,11019.0,TICOMAN,2019-06,2020-06
13721,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.7,-1,2020-05,2021-05,4,3,5652.0,TICOMAN,2019-06,2020-06
13722,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.8,-11,2020-05,2021-05,13,2,9672.0,TICOMAN,2019-06,2020-06
13723,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.3.9,0,2020-05,2021-05,3,3,5479.0,TICOMAN,2019-06,2020-06
13724,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.1,-4,2020-05,2021-05,7,3,6526.0,TEPEYAC,2019-06,2020-06
13725,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.2,0,2020-05,2021-05,1,1,4412.0,TEPEYAC,2019-06,2020-06
13726,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.3,3,2020-05,2021-05,2,5,9609.0,TEPEYAC,2019-06,2020-06
13727,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.4,-2,2020-05,2021-05,4,2,9176.0,TEPEYAC,2019-06,2020-06
13728,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.5,-3,2020-05,2021-05,3,0,3975.0,TEPEYAC,2019-06,2020-06
13729,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.6,-5,2020-05,2021-05,8,3,9435.0,TEPEYAC,2019-06,2020-06
13730,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.7,-12,2020-05,2021-05,18,6,8722.0,TEPEYAC,2019-06,2020-06
13731,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.8,-8,2020-05,2021-05,11,3,9420.0,TEPEYAC,2019-06,2020-06
13732,ROBO DE VEHICULO AUTOMOTOR C.V.,N-1.4.9,-3,2020-05,2021-05,6,3,8503.0,TEPEYAC,2019-06,2020-06
13733,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.1,3,2020-05,2021-05,5,8,30506.0,ARAGON,2019-06,2020-06
13734,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.2,-1,2020-05,2021-05,4,3,14445.0,ARAGON,2019-06,2020-06
13735,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.3,7,2020-05,2021-05,7,14,10785.0,ARAGON,2019-06,2020-06
13736,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.4,-2,2020-05,2021-05,5,3,13015.0,ARAGON,2019-06,2020-06
13737,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.5,4,2020-05,2021-05,1,5,12995.0,ARAGON,2019-06,2020-06
13738,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.6,7,2020-05,2021-05,10,17,14858.0,ARAGON,2019-06,2020-06
13739,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.7,-4,2020-05,2021-05,8,4,11016.0,ARAGON,2019-06,2020-06
13740,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.8,-5,2020-05,2021-05,10,5,13596.0,ARAGON,2019-06,2020-06
13741,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.1.9,-11,2020-05,2021-05,16,5,26049.0,ARAGON,2019-06,2020-06
13742,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.2.1,-3,2020-05,2021-05,4,1,1833.0,CUCHILLA,2019-06,2020-06
13743,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.2.2,-3,2020-05,2021-05,5,2,4540.0,CUCHILLA,2019-06,2020-06
13744,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.2.3,-7,2020-05,2021-05,11,4,14307.0,CUCHILLA,2019-06,2020-06
13745,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.2.4,-14,2020-05,2021-05,15,1,20511.0,CUCHILLA,2019-06,2020-06
13746,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.2.5,-1,2020-05,2021-05,3,2,11127.0,CUCHILLA,2019-06,2020-06
13747,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.2.6,-2,2020-05,2021-05,4,2,10725.0,CUCHILLA,2019-06,2020-06
13748,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.2.7,-1,2020-05,2021-05,5,4,14550.0,CUCHILLA,2019-06,2020-06
13749,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.2.8,-7,2020-05,2021-05,12,5,16109.0,CUCHILLA,2019-06,2020-06
13750,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.1,-3,2020-05,2021-05,10,7,14928.0,PRADERA,2019-06,2020-06
13751,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.10,-3,2020-05,2021-05,3,0,12054.0,PRADERA,2019-06,2020-06
13752,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.11,-5,2020-05,2021-05,10,5,19534.0,PRADERA,2019-06,2020-06
13753,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.2,4,2020-05,2021-05,1,5,14185.0,PRADERA,2019-06,2020-06
13754,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.3,3,2020-05,2021-05,3,6,16158.0,PRADERA,2019-06,2020-06
13755,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.4,-12,2020-05,2021-05,15,3,11936.0,PRADERA,2019-06,2020-06
13756,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.5,1,2020-05,2021-05,11,12,15008.0,PRADERA,2019-06,2020-06
13757,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.6,-28,2020-05,2021-05,39,11,23998.0,PRADERA,2019-06,2020-06
13758,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.7,-5,2020-05,2021-05,10,5,36217.0,PRADERA,2019-06,2020-06
13759,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.8,-14,2020-05,2021-05,22,8,21034.0,PRADERA,2019-06,2020-06
13760,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.3.9,-12,2020-05,2021-05,14,2,22556.0,PRADERA,2019-06,2020-06
13761,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.1,1,2020-05,2021-05,3,4,11018.0,QUIROGA,2019-06,2020-06
13762,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.10,-4,2020-05,2021-05,4,0,15962.0,QUIROGA,2019-06,2020-06
13763,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.2,1,2020-05,2021-05,1,2,9456.0,QUIROGA,2019-06,2020-06
13764,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.3,-2,2020-05,2021-05,6,4,15138.0,QUIROGA,2019-06,2020-06
13765,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.4,0,2020-05,2021-05,3,3,20536.0,QUIROGA,2019-06,2020-06
13766,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.5,-10,2020-05,2021-05,13,3,18305.0,QUIROGA,2019-06,2020-06
13767,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.6,-1,2020-05,2021-05,3,2,30408.0,QUIROGA,2019-06,2020-06
13768,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.7,0,2020-05,2021-05,1,1,3200.0,QUIROGA,2019-06,2020-06
13769,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.8,-8,2020-05,2021-05,12,4,14356.0,QUIROGA,2019-06,2020-06
13770,ROBO DE VEHICULO AUTOMOTOR C.V.,N-2.4.9,0,2020-05,2021-05,0,0,13509.0,QUIROGA,2019-06,2020-06
13771,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.1,0,2020-05,2021-05,6,6,13255.0,IZTACCIHUATL,2019-06,2020-06
13772,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.2,-3,2020-05,2021-05,9,6,11590.0,IZTACCIHUATL,2019-06,2020-06
13773,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.3,4,2020-05,2021-05,5,9,13750.0,IZTACCIHUATL,2019-06,2020-06
13774,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.4,-1,2020-05,2021-05,3,2,4650.0,IZTACCIHUATL,2019-06,2020-06
13775,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.5,0,2020-05,2021-05,7,7,6083.0,IZTACCIHUATL,2019-06,2020-06
13776,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.6,4,2020-05,2021-05,6,10,16512.0,IZTACCIHUATL,2019-06,2020-06
13777,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.7,3,2020-05,2021-05,3,6,13928.0,IZTACCIHUATL,2019-06,2020-06
13778,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.8,-1,2020-05,2021-05,4,3,16877.0,IZTACCIHUATL,2019-06,2020-06
13779,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.1.9,-1,2020-05,2021-05,6,5,13380.0,IZTACCIHUATL,2019-06,2020-06
13780,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.1,0,2020-05,2021-05,2,2,7668.0,PANTITLAN,2019-06,2020-06
13781,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.10,1,2020-05,2021-05,2,3,6185.0,PANTITLAN,2019-06,2020-06
13782,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.11,1,2020-05,2021-05,1,2,7219.0,PANTITLAN,2019-06,2020-06
13783,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.12,-1,2020-05,2021-05,3,2,9907.0,PANTITLAN,2019-06,2020-06
13784,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.13,-5,2020-05,2021-05,7,2,9386.0,PANTITLAN,2019-06,2020-06
13785,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.14,0,2020-05,2021-05,2,2,11567.0,PANTITLAN,2019-06,2020-06
13786,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.15,-2,2020-05,2021-05,5,3,11894.0,PANTITLAN,2019-06,2020-06
13787,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.16,0,2020-05,2021-05,4,4,10457.0,PANTITLAN,2019-06,2020-06
13788,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.2,4,2020-05,2021-05,1,5,13284.0,PANTITLAN,2019-06,2020-06
13789,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.3,1,2020-05,2021-05,2,3,7691.0,PANTITLAN,2019-06,2020-06
13790,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.4,-1,2020-05,2021-05,6,5,12225.0,PANTITLAN,2019-06,2020-06
13791,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.5,-1,2020-05,2021-05,3,2,9220.0,PANTITLAN,2019-06,2020-06
13792,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.6,-1,2020-05,2021-05,7,6,10620.0,PANTITLAN,2019-06,2020-06
13793,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.7,-1,2020-05,2021-05,3,2,5990.0,PANTITLAN,2019-06,2020-06
13794,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.8,0,2020-05,2021-05,5,5,7776.0,PANTITLAN,2019-06,2020-06
13795,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.2.9,0,2020-05,2021-05,3,3,9209.0,PANTITLAN,2019-06,2020-06
13796,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.1,2,2020-05,2021-05,1,3,7226.0,TLACOTAL,2019-06,2020-06
13797,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.10,-1,2020-05,2021-05,2,1,15248.0,TLACOTAL,2019-06,2020-06
13798,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.11,3,2020-05,2021-05,5,8,18332.0,TLACOTAL,2019-06,2020-06
13799,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.12,-2,2020-05,2021-05,3,1,9000.0,TLACOTAL,2019-06,2020-06
13800,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.2,1,2020-05,2021-05,3,4,2380.0,TLACOTAL,2019-06,2020-06
13801,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.3,2,2020-05,2021-05,1,3,2806.0,TLACOTAL,2019-06,2020-06
13802,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.4,1,2020-05,2021-05,0,1,8866.0,TLACOTAL,2019-06,2020-06
13803,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.5,-2,2020-05,2021-05,6,4,9789.0,TLACOTAL,2019-06,2020-06
13804,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.6,-1,2020-05,2021-05,7,6,13721.0,TLACOTAL,2019-06,2020-06
13805,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.7,-2,2020-05,2021-05,5,3,18974.0,TLACOTAL,2019-06,2020-06
13806,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.8,-1,2020-05,2021-05,3,2,8760.0,TLACOTAL,2019-06,2020-06
13807,ROBO DE VEHICULO AUTOMOTOR C.V.,N-3.3.9,-11,2020-05,2021-05,14,3,8901.0,TLACOTAL,2019-06,2020-06
13808,ROBO DE VEHICULO AUTOMOTOR C.V.,N-4.2.1,-1,2020-05,2021-05,3,2,16811.0,ARENAL,2019-06,2020-06
13809,ROBO DE VEHICULO AUTOMOTOR C.V.,N-4.2.2,-2,2020-05,2021-05,4,2,22309.0,ARENAL,2019-06,2020-06
13810,ROBO DE VEHICULO AUTOMOTOR C.V.,N-4.2.3,-1,2020-05,2021-05,2,1,10250.0,ARENAL,2019-06,2020-06
13811,ROBO DE VEHICULO AUTOMOTOR C.V.,N-4.2.4,-1,2020-05,2021-05,2,1,9589.0,ARENAL,2019-06,2020-06
13812,ROBO DE VEHICULO AUTOMOTOR C.V.,N-4.2.5,-1,2020-05,2021-05,1,0,6618.0,ARENAL,2019-06,2020-06
13813,ROBO DE VEHICULO AUTOMOTOR C.V.,N-4.2.6,1,2020-05,2021-05,0,1,4837.0,ARENAL,2019-06,2020-06
13814,ROBO DE VEHICULO AUTOMOTOR C.V.,N-4.2.7,-4,2020-05,2021-05,4,0,6508.0,ARENAL,2019-06,2020-06
