,crime,cuadrante,difference,end_period1,end_period2,period1_count,period2_count,population,sector,start_period1,start_period2
3517,ROBO A BORDO DE MICROBUS C.V.,N-1.1.9,0,2020-05,2021-05,0,0,3929.0,CUAUTEPEC,2019-06,2020-06
3518,ROBO A BORDO DE MICROBUS C.V.,N-1.2.1,-7,2020-05,2021-05,8,1,16393.0,LINDAVISTA,2019-06,2020-06
3519,ROBO A BORDO DE MICROBUS C.V.,N-1.2.10,0,2020-05,2021-05,0,0,8033.0,LINDAVISTA,2019-06,2020-06
3520,ROBO A BORDO DE MICROBUS C.V.,N-1.2.11,0,2020-05,2021-05,0,0,3682.0,LINDAVISTA,2019-06,2020-06
3521,ROBO A BORDO DE MICROBUS C.V.,N-1.2.12,-1,2020-05,2021-05,1,0,4654.0,LINDAVISTA,2019-06,2020-06
3522,ROBO A BORDO DE MICROBUS C.V.,N-1.2.13,0,2020-05,2021-05,0,0,5496.0,LINDAVISTA,2019-06,2020-06
3523,ROBO A BORDO DE MICROBUS C.V.,N-1.2.14,0,2020-05,2021-05,0,0,5732.0,LINDAVISTA,2019-06,2020-06
3524,ROBO A BORDO DE MICROBUS C.V.,N-1.2.15,-1,2020-05,2021-05,1,0,10360.0,LINDAVISTA,2019-06,2020-06
3525,ROBO A BORDO DE MICROBUS C.V.,N-1.2.16,0,2020-05,2021-05,0,0,3422.0,LINDAVISTA,2019-06,2020-06
3526,ROBO A BORDO DE MICROBUS C.V.,N-1.2.17,-1,2020-05,2021-05,1,0,10830.0,LINDAVISTA,2019-06,2020-06
3527,ROBO A BORDO DE MICROBUS C.V.,N-1.2.2,0,2020-05,2021-05,2,2,33.0,LINDAVISTA,2019-06,2020-06
3528,ROBO A BORDO DE MICROBUS C.V.,N-1.2.3,1,2020-05,2021-05,0,1,6234.0,LINDAVISTA,2019-06,2020-06
3529,ROBO A BORDO DE MICROBUS C.V.,N-1.2.4,0,2020-05,2021-05,0,0,3105.0,LINDAVISTA,2019-06,2020-06
3530,ROBO A BORDO DE MICROBUS C.V.,N-1.2.5,-2,2020-05,2021-05,2,0,2029.0,LINDAVISTA,2019-06,2020-06
3531,ROBO A BORDO DE MICROBUS C.V.,N-1.2.6,0,2020-05,2021-05,0,0,2588.0,LINDAVISTA,2019-06,2020-06
3532,ROBO A BORDO DE MICROBUS C.V.,N-1.2.7,0,2020-05,2021-05,0,0,1931.0,LINDAVISTA,2019-06,2020-06
3533,ROBO A BORDO DE MICROBUS C.V.,N-1.2.8,0,2020-05,2021-05,0,0,4937.0,LINDAVISTA,2019-06,2020-06
3534,ROBO A BORDO DE MICROBUS C.V.,N-1.2.9,0,2020-05,2021-05,0,0,3179.0,LINDAVISTA,2019-06,2020-06
3535,ROBO A BORDO DE MICROBUS C.V.,N-1.3.1,0,2020-05,2021-05,0,0,14187.0,TICOMAN,2019-06,2020-06
3536,ROBO A BORDO DE MICROBUS C.V.,N-1.3.10,0,2020-05,2021-05,0,0,17800.0,TICOMAN,2019-06,2020-06
3537,ROBO A BORDO DE MICROBUS C.V.,N-1.3.11,2,2020-05,2021-05,0,2,7695.0,TICOMAN,2019-06,2020-06
3538,ROBO A BORDO DE MICROBUS C.V.,N-1.3.12,-1,2020-05,2021-05,1,0,17795.0,TICOMAN,2019-06,2020-06
3539,ROBO A BORDO DE MICROBUS C.V.,N-1.3.13,0,2020-05,2021-05,0,0,17.0,TICOMAN,2019-06,2020-06
3540,ROBO A BORDO DE MICROBUS C.V.,N-1.3.2,-1,2020-05,2021-05,2,1,8355.0,TICOMAN,2019-06,2020-06
3541,ROBO A BORDO DE MICROBUS C.V.,N-1.3.3,-2,2020-05,2021-05,2,0,13908.0,TICOMAN,2019-06,2020-06
3542,ROBO A BORDO DE MICROBUS C.V.,N-1.3.4,-1,2020-05,2021-05,1,0,7819.0,TICOMAN,2019-06,2020-06
3543,ROBO A BORDO DE MICROBUS C.V.,N-1.3.5,0,2020-05,2021-05,0,0,9553.0,TICOMAN,2019-06,2020-06
3544,ROBO A BORDO DE MICROBUS C.V.,N-1.3.6,0,2020-05,2021-05,0,0,11019.0,TICOMAN,2019-06,2020-06
3545,ROBO A BORDO DE MICROBUS C.V.,N-1.3.7,0,2020-05,2021-05,0,0,5652.0,TICOMAN,2019-06,2020-06
3546,ROBO A BORDO DE MICROBUS C.V.,N-1.3.8,0,2020-05,2021-05,0,0,9672.0,TICOMAN,2019-06,2020-06
3547,ROBO A BORDO DE MICROBUS C.V.,N-1.3.9,-1,2020-05,2021-05,1,0,5479.0,TICOMAN,2019-06,2020-06
3548,ROBO A BORDO DE MICROBUS C.V.,N-1.4.1,1,2020-05,2021-05,1,2,6526.0,TEPEYAC,2019-06,2020-06
3549,ROBO A BORDO DE MICROBUS C.V.,N-1.4.2,0,2020-05,2021-05,0,0,4412.0,TEPEYAC,2019-06,2020-06
3550,ROBO A BORDO DE MICROBUS C.V.,N-1.4.3,0,2020-05,2021-05,0,0,9609.0,TEPEYAC,2019-06,2020-06
3551,ROBO A BORDO DE MICROBUS C.V.,N-1.4.4,-1,2020-05,2021-05,2,1,9176.0,TEPEYAC,2019-06,2020-06
3552,ROBO A BORDO DE MICROBUS C.V.,N-1.4.5,0,2020-05,2021-05,0,0,3975.0,TEPEYAC,2019-06,2020-06
3553,ROBO A BORDO DE MICROBUS C.V.,N-1.4.6,-1,2020-05,2021-05,1,0,9435.0,TEPEYAC,2019-06,2020-06
3554,ROBO A BORDO DE MICROBUS C.V.,N-1.4.7,1,2020-05,2021-05,0,1,8722.0,TEPEYAC,2019-06,2020-06
3555,ROBO A BORDO DE MICROBUS C.V.,N-1.4.8,-1,2020-05,2021-05,1,0,9420.0,TEPEYAC,2019-06,2020-06
3556,ROBO A BORDO DE MICROBUS C.V.,N-1.4.9,0,2020-05,2021-05,0,0,8503.0,TEPEYAC,2019-06,2020-06
3557,ROBO A BORDO DE MICROBUS C.V.,N-2.1.1,0,2020-05,2021-05,0,0,30506.0,ARAGON,2019-06,2020-06
3558,ROBO A BORDO DE MICROBUS C.V.,N-2.1.2,1,2020-05,2021-05,2,3,14445.0,ARAGON,2019-06,2020-06
3559,ROBO A BORDO DE MICROBUS C.V.,N-2.1.3,0,2020-05,2021-05,0,0,10785.0,ARAGON,2019-06,2020-06
3560,ROBO A BORDO DE MICROBUS C.V.,N-2.1.4,0,2020-05,2021-05,0,0,13015.0,ARAGON,2019-06,2020-06
3561,ROBO A BORDO DE MICROBUS C.V.,N-2.1.5,1,2020-05,2021-05,0,1,12995.0,ARAGON,2019-06,2020-06
3562,ROBO A BORDO DE MICROBUS C.V.,N-2.1.6,0,2020-05,2021-05,1,1,14858.0,ARAGON,2019-06,2020-06
3563,ROBO A BORDO DE MICROBUS C.V.,N-2.1.7,1,2020-05,2021-05,1,2,11016.0,ARAGON,2019-06,2020-06
3564,ROBO A BORDO DE MICROBUS C.V.,N-2.1.8,2,2020-05,2021-05,1,3,13596.0,ARAGON,2019-06,2020-06
3565,ROBO A BORDO DE MICROBUS C.V.,N-2.1.9,0,2020-05,2021-05,0,0,26049.0,ARAGON,2019-06,2020-06
3566,ROBO A BORDO DE MICROBUS C.V.,N-2.2.1,0,2020-05,2021-05,0,0,1833.0,CUCHILLA,2019-06,2020-06
3567,ROBO A BORDO DE MICROBUS C.V.,N-2.2.2,0,2020-05,2021-05,0,0,4540.0,CUCHILLA,2019-06,2020-06
3568,ROBO A BORDO DE MICROBUS C.V.,N-2.2.3,0,2020-05,2021-05,0,0,14307.0,CUCHILLA,2019-06,2020-06
3569,ROBO A BORDO DE MICROBUS C.V.,N-2.2.4,-2,2020-05,2021-05,2,0,20511.0,CUCHILLA,2019-06,2020-06
3570,ROBO A BORDO DE MICROBUS C.V.,N-2.2.5,0,2020-05,2021-05,0,0,11127.0,CUCHILLA,2019-06,2020-06
3571,ROBO A BORDO DE MICROBUS C.V.,N-2.2.6,0,2020-05,2021-05,0,0,10725.0,CUCHILLA,2019-06,2020-06
3572,ROBO A BORDO DE MICROBUS C.V.,N-2.2.7,0,2020-05,2021-05,0,0,14550.0,CUCHILLA,2019-06,2020-06
3573,ROBO A BORDO DE MICROBUS C.V.,N-2.2.8,0,2020-05,2021-05,0,0,16109.0,CUCHILLA,2019-06,2020-06
3574,ROBO A BORDO DE MICROBUS C.V.,N-2.3.1,-1,2020-05,2021-05,1,0,14928.0,PRADERA,2019-06,2020-06
3575,ROBO A BORDO DE MICROBUS C.V.,N-2.3.10,1,2020-05,2021-05,0,1,12054.0,PRADERA,2019-06,2020-06
3576,ROBO A BORDO DE MICROBUS C.V.,N-2.3.11,-2,2020-05,2021-05,2,0,19534.0,PRADERA,2019-06,2020-06
3577,ROBO A BORDO DE MICROBUS C.V.,N-2.3.2,0,2020-05,2021-05,1,1,14185.0,PRADERA,2019-06,2020-06
3578,ROBO A BORDO DE MICROBUS C.V.,N-2.3.3,-1,2020-05,2021-05,1,0,16158.0,PRADERA,2019-06,2020-06
3579,ROBO A BORDO DE MICROBUS C.V.,N-2.3.4,0,2020-05,2021-05,0,0,11936.0,PRADERA,2019-06,2020-06
3580,ROBO A BORDO DE MICROBUS C.V.,N-2.3.5,-2,2020-05,2021-05,2,0,15008.0,PRADERA,2019-06,2020-06
3581,ROBO A BORDO DE MICROBUS C.V.,N-2.3.6,-2,2020-05,2021-05,2,0,23998.0,PRADERA,2019-06,2020-06
3582,ROBO A BORDO DE MICROBUS C.V.,N-2.3.7,-1,2020-05,2021-05,2,1,36217.0,PRADERA,2019-06,2020-06
3583,ROBO A BORDO DE MICROBUS C.V.,N-2.3.8,1,2020-05,2021-05,0,1,21034.0,PRADERA,2019-06,2020-06
3584,ROBO A BORDO DE MICROBUS C.V.,N-2.3.9,0,2020-05,2021-05,0,0,22556.0,PRADERA,2019-06,2020-06
3585,ROBO A BORDO DE MICROBUS C.V.,N-2.4.1,0,2020-05,2021-05,0,0,11018.0,QUIROGA,2019-06,2020-06
3586,ROBO A BORDO DE MICROBUS C.V.,N-2.4.10,-3,2020-05,2021-05,4,1,15962.0,QUIROGA,2019-06,2020-06
3587,ROBO A BORDO DE MICROBUS C.V.,N-2.4.2,-1,2020-05,2021-05,1,0,9456.0,QUIROGA,2019-06,2020-06
3588,ROBO A BORDO DE MICROBUS C.V.,N-2.4.3,-1,2020-05,2021-05,1,0,15138.0,QUIROGA,2019-06,2020-06
3589,ROBO A BORDO DE MICROBUS C.V.,N-2.4.4,-1,2020-05,2021-05,2,1,20536.0,QUIROGA,2019-06,2020-06
3590,ROBO A BORDO DE MICROBUS C.V.,N-2.4.5,-1,2020-05,2021-05,2,1,18305.0,QUIROGA,2019-06,2020-06
3591,ROBO A BORDO DE MICROBUS C.V.,N-2.4.6,-2,2020-05,2021-05,5,3,30408.0,QUIROGA,2019-06,2020-06
3592,ROBO A BORDO DE MICROBUS C.V.,N-2.4.7,1,2020-05,2021-05,0,1,3200.0,QUIROGA,2019-06,2020-06
3593,ROBO A BORDO DE MICROBUS C.V.,N-2.4.8,0,2020-05,2021-05,0,0,14356.0,QUIROGA,2019-06,2020-06
3594,ROBO A BORDO DE MICROBUS C.V.,N-2.4.9,1,2020-05,2021-05,0,1,13509.0,QUIROGA,2019-06,2020-06
3595,ROBO A BORDO DE MICROBUS C.V.,N-3.1.1,-3,2020-05,2021-05,4,1,13255.0,IZTACCIHUATL,2019-06,2020-06
3596,ROBO A BORDO DE MICROBUS C.V.,N-3.1.2,-1,2020-05,2021-05,1,0,11590.0,IZTACCIHUATL,2019-06,2020-06
3597,ROBO A BORDO DE MICROBUS C.V.,N-3.1.3,0,2020-05,2021-05,1,1,13750.0,IZTACCIHUATL,2019-06,2020-06
3598,ROBO A BORDO DE MICROBUS C.V.,N-3.1.4,0,2020-05,2021-05,0,0,4650.0,IZTACCIHUATL,2019-06,2020-06
3599,ROBO A BORDO DE MICROBUS C.V.,N-3.1.5,-3,2020-05,2021-05,3,0,6083.0,IZTACCIHUATL,2019-06,2020-06
3600,ROBO A BORDO DE MICROBUS C.V.,N-3.1.6,-1,2020-05,2021-05,2,1,16512.0,IZTACCIHUATL,2019-06,2020-06
3601,ROBO A BORDO DE MICROBUS C.V.,N-3.1.7,-6,2020-05,2021-05,7,1,13928.0,IZTACCIHUATL,2019-06,2020-06
3602,ROBO A BORDO DE MICROBUS C.V.,N-3.1.8,-5,2020-05,2021-05,8,3,16877.0,IZTACCIHUATL,2019-06,2020-06
3603,ROBO A BORDO DE MICROBUS C.V.,N-3.1.9,-3,2020-05,2021-05,3,0,13380.0,IZTACCIHUATL,2019-06,2020-06
3604,ROBO A BORDO DE MICROBUS C.V.,N-3.2.1,-3,2020-05,2021-05,3,0,7668.0,PANTITLAN,2019-06,2020-06
3605,ROBO A BORDO DE MICROBUS C.V.,N-3.2.10,-4,2020-05,2021-05,5,1,6185.0,PANTITLAN,2019-06,2020-06
3606,ROBO A BORDO DE MICROBUS C.V.,N-3.2.11,1,2020-05,2021-05,0,1,7219.0,PANTITLAN,2019-06,2020-06
3607,ROBO A BORDO DE MICROBUS C.V.,N-3.2.12,-1,2020-05,2021-05,1,0,9907.0,PANTITLAN,2019-06,2020-06
3608,ROBO A BORDO DE MICROBUS C.V.,N-3.2.13,0,2020-05,2021-05,0,0,9386.0,PANTITLAN,2019-06,2020-06
3609,ROBO A BORDO DE MICROBUS C.V.,N-3.2.14,1,2020-05,2021-05,0,1,11567.0,PANTITLAN,2019-06,2020-06
3610,ROBO A BORDO DE MICROBUS C.V.,N-3.2.15,0,2020-05,2021-05,0,0,11894.0,PANTITLAN,2019-06,2020-06
3611,ROBO A BORDO DE MICROBUS C.V.,N-3.2.16,-1,2020-05,2021-05,3,2,10457.0,PANTITLAN,2019-06,2020-06
3612,ROBO A BORDO DE MICROBUS C.V.,N-3.2.2,-7,2020-05,2021-05,8,1,13284.0,PANTITLAN,2019-06,2020-06
3613,ROBO A BORDO DE MICROBUS C.V.,N-3.2.3,-1,2020-05,2021-05,2,1,7691.0,PANTITLAN,2019-06,2020-06
3614,ROBO A BORDO DE MICROBUS C.V.,N-3.2.4,4,2020-05,2021-05,0,4,12225.0,PANTITLAN,2019-06,2020-06
3615,ROBO A BORDO DE MICROBUS C.V.,N-3.2.5,-3,2020-05,2021-05,5,2,9220.0,PANTITLAN,2019-06,2020-06
3616,ROBO A BORDO DE MICROBUS C.V.,N-3.2.6,-7,2020-05,2021-05,11,4,10620.0,PANTITLAN,2019-06,2020-06
3617,ROBO A BORDO DE MICROBUS C.V.,N-3.2.7,0,2020-05,2021-05,0,0,5990.0,PANTITLAN,2019-06,2020-06
3618,ROBO A BORDO DE MICROBUS C.V.,N-3.2.8,-4,2020-05,2021-05,4,0,7776.0,PANTITLAN,2019-06,2020-06
3619,ROBO A BORDO DE MICROBUS C.V.,N-3.2.9,-2,2020-05,2021-05,3,1,9209.0,PANTITLAN,2019-06,2020-06
3620,ROBO A BORDO DE MICROBUS C.V.,N-3.3.1,-10,2020-05,2021-05,10,0,7226.0,TLACOTAL,2019-06,2020-06
3621,ROBO A BORDO DE MICROBUS C.V.,N-3.3.10,0,2020-05,2021-05,0,0,15248.0,TLACOTAL,2019-06,2020-06
3622,ROBO A BORDO DE MICROBUS C.V.,N-3.3.11,-2,2020-05,2021-05,3,1,18332.0,TLACOTAL,2019-06,2020-06
3623,ROBO A BORDO DE MICROBUS C.V.,N-3.3.12,-1,2020-05,2021-05,1,0,9000.0,TLACOTAL,2019-06,2020-06
3624,ROBO A BORDO DE MICROBUS C.V.,N-3.3.2,1,2020-05,2021-05,0,1,2380.0,TLACOTAL,2019-06,2020-06
3625,ROBO A BORDO DE MICROBUS C.V.,N-3.3.3,1,2020-05,2021-05,0,1,2806.0,TLACOTAL,2019-06,2020-06
3626,ROBO A BORDO DE MICROBUS C.V.,N-3.3.4,0,2020-05,2021-05,0,0,8866.0,TLACOTAL,2019-06,2020-06
3627,ROBO A BORDO DE MICROBUS C.V.,N-3.3.5,-1,2020-05,2021-05,5,4,9789.0,TLACOTAL,2019-06,2020-06
3628,ROBO A BORDO DE MICROBUS C.V.,N-3.3.6,-5,2020-05,2021-05,9,4,13721.0,TLACOTAL,2019-06,2020-06
3629,ROBO A BORDO DE MICROBUS C.V.,N-3.3.7,-7,2020-05,2021-05,8,1,18974.0,TLACOTAL,2019-06,2020-06
3630,ROBO A BORDO DE MICROBUS C.V.,N-3.3.8,-5,2020-05,2021-05,10,5,8760.0,TLACOTAL,2019-06,2020-06
3631,ROBO A BORDO DE MICROBUS C.V.,N-3.3.9,0,2020-05,2021-05,0,0,8901.0,TLACOTAL,2019-06,2020-06
3632,ROBO A BORDO DE MICROBUS C.V.,N-4.2.1,0,2020-05,2021-05,0,0,16811.0,ARENAL,2019-06,2020-06
3633,ROBO A BORDO DE MICROBUS C.V.,N-4.2.2,-1,2020-05,2021-05,3,2,22309.0,ARENAL,2019-06,2020-06
3634,ROBO A BORDO DE MICROBUS C.V.,N-4.2.3,0,2020-05,2021-05,1,1,10250.0,ARENAL,2019-06,2020-06
3635,ROBO A BORDO DE MICROBUS C.V.,N-4.2.4,-1,2020-05,2021-05,1,0,9589.0,ARENAL,2019-06,2020-06
3636,ROBO A BORDO DE MICROBUS C.V.,N-4.2.5,-1,2020-05,2021-05,2,1,6618.0,ARENAL,2019-06,2020-06
3637,ROBO A BORDO DE MICROBUS C.V.,N-4.2.6,0,2020-05,2021-05,1,1,4837.0,ARENAL,2019-06,2020-06
3638,ROBO A BORDO DE MICROBUS C.V.,N-4.2.7,-1,2020-05,2021-05,2,1,6508.0,ARENAL,2019-06,2020-06
3639,ROBO A BORDO DE MICROBUS C.V.,N-4.3.1,0,2020-05,2021-05,1,1,9916.0,MERCED-BALBUENA,2019-06,2020-06
3640,ROBO A BORDO DE MICROBUS C.V.,N-4.3.10,0,2020-05,2021-05,1,1,9749.0,MERCED-BALBUENA,2019-06,2020-06
3641,ROBO A BORDO DE MICROBUS C.V.,N-4.3.11,0,2020-05,2021-05,1,1,12330.0,MERCED-BALBUENA,2019-06,2020-06
3642,ROBO A BORDO DE MICROBUS C.V.,N-4.3.2,2,2020-05,2021-05,0,2,6463.0,MERCED-BALBUENA,2019-06,2020-06
3643,ROBO A BORDO DE MICROBUS C.V.,N-4.3.3,-1,2020-05,2021-05,1,0,10015.0,MERCED-BALBUENA,2019-06,2020-06
3644,ROBO A BORDO DE MICROBUS C.V.,N-4.3.4,2,2020-05,2021-05,0,2,7676.0,MERCED-BALBUENA,2019-06,2020-06
3645,ROBO A BORDO DE MICROBUS C.V.,N-4.3.5,0,2020-05,2021-05,0,0,10187.0,MERCED-BALBUENA,2019-06,2020-06
3646,ROBO A BORDO DE MICROBUS C.V.,N-4.3.6,0,2020-05,2021-05,0,0,9859.0,MERCED-BALBUENA,2019-06,2020-06
3647,ROBO A BORDO DE MICROBUS C.V.,N-4.3.7,-1,2020-05,2021-05,1,0,6238.0,MERCED-BALBUENA,2019-06,2020-06
3648,ROBO A BORDO DE MICROBUS C.V.,N-4.3.8,0,2020-05,2021-05,0,0,5309.0,MERCED-BALBUENA,2019-06,2020-06
3649,ROBO A BORDO DE MICROBUS C.V.,N-4.3.9,-2,2020-05,2021-05,3,1,9195.0,MERCED-BALBUENA,2019-06,2020-06
3650,ROBO A BORDO DE MICROBUS C.V.,N-4.4.1,0,2020-05,2021-05,0,0,5774.0,CONGRESO,2019-06,2020-06
3651,ROBO A BORDO DE MICROBUS C.V.,N-4.4.2,0,2020-05,2021-05,0,0,6313.0,CONGRESO,2019-06,2020-06
3652,ROBO A BORDO DE MICROBUS C.V.,N-4.4.3,0,2020-05,2021-05,0,0,12135.0,CONGRESO,2019-06,2020-06
3653,ROBO A BORDO DE MICROBUS C.V.,N-4.4.4,0,2020-05,2021-05,1,1,1869.0,CONGRESO,2019-06,2020-06
3654,ROBO A BORDO DE MICROBUS C.V.,N-4.4.5,-1,2020-05,2021-05,1,0,9.0,CONGRESO,2019-06,2020-06
3655,ROBO A BORDO DE MICROBUS C.V.,N-4.4.6,-4,2020-05,2021-05,4,0,7687.0,CONGRESO,2019-06,2020-06
3656,ROBO A BORDO DE MICROBUS C.V.,N-4.5.1,-1,2020-05,2021-05,1,0,14443.0,CONSULADO,2019-06,2020-06
3657,ROBO A BORDO DE MICROBUS C.V.,N-4.5.2,0,2020-05,2021-05,0,0,11376.0,CONSULADO,2019-06,2020-06
3658,ROBO A BORDO DE MICROBUS C.V.,N-4.5.3,0,2020-05,2021-05,0,0,7190.0,CONSULADO,2019-06,2020-06
3659,ROBO A BORDO DE MICROBUS C.V.,N-4.5.4,-2,2020-05,2021-05,2,0,15715.0,CONSULADO,2019-06,2020-06
3660,ROBO A BORDO DE MICROBUS C.V.,N-4.5.5,-1,2020-05,2021-05,2,1,10433.0,CONSULADO,2019-06,2020-06
3661,ROBO A BORDO DE MICROBUS C.V.,N-4.5.6,0,2020-05,2021-05,1,1,4480.0,CONSULADO,2019-06,2020-06
3662,ROBO A BORDO DE MICROBUS C.V.,N-4.5.7,-1,2020-05,2021-05,1,0,4060.0,CONSULADO,2019-06,2020-06
3663,ROBO A BORDO DE MICROBUS C.V.,N-4.6.1,0,2020-05,2021-05,2,2,4767.0,MOCTEZUMA,2019-06,2020-06
3664,ROBO A BORDO DE MICROBUS C.V.,N-4.6.10,-1,2020-05,2021-05,1,0,10240.0,MOCTEZUMA,2019-06,2020-06
3665,ROBO A BORDO DE MICROBUS C.V.,N-4.6.11,-2,2020-05,2021-05,2,0,8265.0,MOCTEZUMA,2019-06,2020-06
3666,ROBO A BORDO DE MICROBUS C.V.,N-4.6.12,0,2020-05,2021-05,0,0,6197.0,MOCTEZUMA,2019-06,2020-06
3667,ROBO A BORDO DE MICROBUS C.V.,N-4.6.13,1,2020-05,2021-05,0,1,8418.0,MOCTEZUMA,2019-06,2020-06
3668,ROBO A BORDO DE MICROBUS C.V.,N-4.6.14,1,2020-05,2021-05,0,1,10938.0,MOCTEZUMA,2019-06,2020-06
3669,ROBO A BORDO DE MICROBUS C.V.,N-4.6.2,-2,2020-05,2021-05,3,1,8852.0,MOCTEZUMA,2019-06,2020-06
3670,ROBO A BORDO DE MICROBUS C.V.,N-4.6.3,0,2020-05,2021-05,1,1,6962.0,MOCTEZUMA,2019-06,2020-06
3671,ROBO A BORDO DE MICROBUS C.V.,N-4.6.4,1,2020-05,2021-05,0,1,7648.0,MOCTEZUMA,2019-06,2020-06
3672,ROBO A BORDO DE MICROBUS C.V.,N-4.6.5,-3,2020-05,2021-05,3,0,11633.0,MOCTEZUMA,2019-06,2020-06
3673,ROBO A BORDO DE MICROBUS C.V.,N-4.6.6,0,2020-05,2021-05,0,0,10409.0,MOCTEZUMA,2019-06,2020-06
3674,ROBO A BORDO DE MICROBUS C.V.,N-4.6.7,0,2020-05,2021-05,0,0,10090.0,MOCTEZUMA,2019-06,2020-06
3675,ROBO A BORDO DE MICROBUS C.V.,N-4.6.8,-2,2020-05,2021-05,2,0,4838.0,MOCTEZUMA,2019-06,2020-06
3676,ROBO A BORDO DE MICROBUS C.V.,N-4.6.9,1,2020-05,2021-05,0,1,12102.0,MOCTEZUMA,2019-06,2020-06
3677,ROBO A BORDO DE MICROBUS C.V.,N-4.7.1,0,2020-05,2021-05,0,0,6001.0,ZARAGOZA,2019-06,2020-06
3678,ROBO A BORDO DE MICROBUS C.V.,N-4.7.2,0,2020-05,2021-05,1,1,8502.0,ZARAGOZA,2019-06,2020-06
3679,ROBO A BORDO DE MICROBUS C.V.,N-4.7.3,0,2020-05,2021-05,0,0,7692.0,ZARAGOZA,2019-06,2020-06
3680,ROBO A BORDO DE MICROBUS C.V.,N-4.7.4,1,2020-05,2021-05,1,2,5388.0,ZARAGOZA,2019-06,2020-06
3681,ROBO A BORDO DE MICROBUS C.V.,N-4.7.5,-1,2020-05,2021-05,1,0,1740.0,ZARAGOZA,2019-06,2020-06
3682,ROBO A BORDO DE MICROBUS C.V.,N-4.7.6,0,2020-05,2021-05,1,1,4953.0,ZARAGOZA,2019-06,2020-06
3683,ROBO A BORDO DE MICROBUS C.V.,(NO ESPECIFICADO),-5,2020-05,2021-05,18,13,,NO ESPECIFICADO,2019-06,2020-06
3684,ROBO A BORDO DE MICROBUS C.V.,O-1.1.1,0,2020-05,2021-05,0,0,0.0,ABASTO-REFORMA,2019-06,2020-06
3685,ROBO A BORDO DE MICROBUS C.V.,O-1.1.2,0,2020-05,2021-05,0,0,0.0,ABASTO-REFORMA,2019-06,2020-06
3686,ROBO A BORDO DE MICROBUS C.V.,O-1.1.3,0,2020-05,2021-05,0,0,0.0,ABASTO-REFORMA,2019-06,2020-06
3687,ROBO A BORDO DE MICROBUS C.V.,O-1.1.4,0,2020-05,2021-05,0,0,0.0,ABASTO-REFORMA,2019-06,2020-06
3688,ROBO A BORDO DE MICROBUS C.V.,O-1.2.1,0,2020-05,2021-05,1,1,7403.0,ABASTO-REFORMA,2019-06,2020-06
3689,ROBO A BORDO DE MICROBUS C.V.,O-1.2.10,-4,2020-05,2021-05,5,1,8475.0,ABASTO-REFORMA,2019-06,2020-06
3690,ROBO A BORDO DE MICROBUS C.V.,O-1.2.11,-4,2020-05,2021-05,5,1,5905.0,ABASTO-REFORMA,2019-06,2020-06
3691,ROBO A BORDO DE MICROBUS C.V.,O-1.2.12,-2,2020-05,2021-05,2,0,10610.0,ABASTO-REFORMA,2019-06,2020-06
3692,ROBO A BORDO DE MICROBUS C.V.,O-1.2.13,-1,2020-05,2021-05,1,0,12248.0,ABASTO-REFORMA,2019-06,2020-06
3693,ROBO A BORDO DE MICROBUS C.V.,O-1.2.14,-6,2020-05,2021-05,6,0,15435.0,ABASTO-REFORMA,2019-06,2020-06
3694,ROBO A BORDO DE MICROBUS C.V.,O-1.2.15,-2,2020-05,2021-05,2,0,12150.0,ABASTO-REFORMA,2019-06,2020-06
3695,ROBO A BORDO DE MICROBUS C.V.,O-1.2.16,0,2020-05,2021-05,2,2,7962.0,ABASTO-REFORMA,2019-06,2020-06
3696,ROBO A BORDO DE MICROBUS C.V.,O-1.2.17,-1,2020-05,2021-05,1,0,22143.0,ABASTO-REFORMA,2019-06,2020-06
3697,ROBO A BORDO DE MICROBUS C.V.,O-1.2.18,-2,2020-05,2021-05,2,0,418.0,ABASTO-REFORMA,2019-06,2020-06
3698,ROBO A BORDO DE MICROBUS C.V.,O-1.2.2,-1,2020-05,2021-05,1,0,2380.0,ABASTO-REFORMA,2019-06,2020-06
3699,ROBO A BORDO DE MICROBUS C.V.,O-1.2.3,1,2020-05,2021-05,0,1,9597.0,ABASTO-REFORMA,2019-06,2020-06
3700,ROBO A BORDO DE MICROBUS C.V.,O-1.2.4,-1,2020-05,2021-05,1,0,7254.0,ABASTO-REFORMA,2019-06,2020-06
3701,ROBO A BORDO DE MICROBUS C.V.,O-1.2.5,-2,2020-05,2021-05,2,0,9469.0,ABASTO-REFORMA,2019-06,2020-06
3702,ROBO A BORDO DE MICROBUS C.V.,O-1.2.6,-1,2020-05,2021-05,1,0,11383.0,ABASTO-REFORMA,2019-06,2020-06
3703,ROBO A BORDO DE MICROBUS C.V.,O-1.2.7,3,2020-05,2021-05,0,3,8860.0,ABASTO-REFORMA,2019-06,2020-06
3704,ROBO A BORDO DE MICROBUS C.V.,O-1.2.8,-2,2020-05,2021-05,2,0,13305.0,ABASTO-REFORMA,2019-06,2020-06
3705,ROBO A BORDO DE MICROBUS C.V.,O-1.2.9,-1,2020-05,2021-05,1,0,6085.0,ABASTO-REFORMA,2019-06,2020-06
3706,ROBO A BORDO DE MICROBUS C.V.,O-1.3.1,-3,2020-05,2021-05,3,0,12653.0,CHURUBUSCO,2019-06,2020-06
