,count,crime,cuadrante,end_date,population,sector,start_date
4455,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.13,2021-05,9386.0,PANTITLAN,2020-06
4456,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.14,2021-05,11567.0,PANTITLAN,2020-06
4457,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.15,2021-05,11894.0,PANTITLAN,2020-06
4458,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.16,2021-05,10457.0,PANTITLAN,2020-06
4459,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.2,2021-05,13284.0,PANTITLAN,2020-06
4460,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.3,2021-05,7691.0,PANTITLAN,2020-06
4461,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.4,2021-05,12225.0,PANTITLAN,2020-06
4462,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.5,2021-05,9220.0,PANTITLAN,2020-06
4463,1,ROBO A BORDO DE MICROBUS S.V.,N-3.2.6,2021-05,10620.0,PANTITLAN,2020-06
4464,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.7,2021-05,5990.0,PANTITLAN,2020-06
4465,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.8,2021-05,7776.0,PANTITLAN,2020-06
4466,0,ROBO A BORDO DE MICROBUS S.V.,N-3.2.9,2021-05,9209.0,PANTITLAN,2020-06
4467,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.1,2021-05,7226.0,TLACOTAL,2020-06
4468,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.10,2021-05,15248.0,TLACOTAL,2020-06
4469,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.11,2021-05,18332.0,TLACOTAL,2020-06
4470,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.12,2021-05,9000.0,TLACOTAL,2020-06
4471,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.2,2021-05,2380.0,TLACOTAL,2020-06
4472,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.3,2021-05,2806.0,TLACOTAL,2020-06
4473,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.4,2021-05,8866.0,TLACOTAL,2020-06
4474,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.5,2021-05,9789.0,TLACOTAL,2020-06
4475,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.6,2021-05,13721.0,TLACOTAL,2020-06
4476,1,ROBO A BORDO DE MICROBUS S.V.,N-3.3.7,2021-05,18974.0,TLACOTAL,2020-06
4477,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.8,2021-05,8760.0,TLACOTAL,2020-06
4478,0,ROBO A BORDO DE MICROBUS S.V.,N-3.3.9,2021-05,8901.0,TLACOTAL,2020-06
4479,0,ROBO A BORDO DE MICROBUS S.V.,N-4.2.1,2021-05,16811.0,ARENAL,2020-06
4480,0,ROBO A BORDO DE MICROBUS S.V.,N-4.2.2,2021-05,22309.0,ARENAL,2020-06
4481,0,ROBO A BORDO DE MICROBUS S.V.,N-4.2.3,2021-05,10250.0,ARENAL,2020-06
4482,1,ROBO A BORDO DE MICROBUS S.V.,N-4.2.4,2021-05,9589.0,ARENAL,2020-06
4483,0,ROBO A BORDO DE MICROBUS S.V.,N-4.2.5,2021-05,6618.0,ARENAL,2020-06
4484,0,ROBO A BORDO DE MICROBUS S.V.,N-4.2.6,2021-05,4837.0,ARENAL,2020-06
4485,1,ROBO A BORDO DE MICROBUS S.V.,N-4.2.7,2021-05,6508.0,ARENAL,2020-06
4486,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.1,2021-05,9916.0,MERCED-BALBUENA,2020-06
4487,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.10,2021-05,9749.0,MERCED-BALBUENA,2020-06
4488,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.11,2021-05,12330.0,MERCED-BALBUENA,2020-06
4489,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.2,2021-05,6463.0,MERCED-BALBUENA,2020-06
4490,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.3,2021-05,10015.0,MERCED-BALBUENA,2020-06
4491,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.4,2021-05,7676.0,MERCED-BALBUENA,2020-06
4492,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.5,2021-05,10187.0,MERCED-BALBUENA,2020-06
4493,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.6,2021-05,9859.0,MERCED-BALBUENA,2020-06
4494,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.7,2021-05,6238.0,MERCED-BALBUENA,2020-06
4495,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.8,2021-05,5309.0,MERCED-BALBUENA,2020-06
4496,0,ROBO A BORDO DE MICROBUS S.V.,N-4.3.9,2021-05,9195.0,MERCED-BALBUENA,2020-06
4497,0,ROBO A BORDO DE MICROBUS S.V.,N-4.4.1,2021-05,5774.0,CONGRESO,2020-06
4498,0,ROBO A BORDO DE MICROBUS S.V.,N-4.4.2,2021-05,6313.0,CONGRESO,2020-06
4499,0,ROBO A BORDO DE MICROBUS S.V.,N-4.4.3,2021-05,12135.0,CONGRESO,2020-06
4500,0,ROBO A BORDO DE MICROBUS S.V.,N-4.4.4,2021-05,1869.0,CONGRESO,2020-06
4501,0,ROBO A BORDO DE MICROBUS S.V.,N-4.4.5,2021-05,9.0,CONGRESO,2020-06
4502,0,ROBO A BORDO DE MICROBUS S.V.,N-4.4.6,2021-05,7687.0,CONGRESO,2020-06
4503,0,ROBO A BORDO DE MICROBUS S.V.,N-4.5.1,2021-05,14443.0,CONSULADO,2020-06
4504,0,ROBO A BORDO DE MICROBUS S.V.,N-4.5.2,2021-05,11376.0,CONSULADO,2020-06
4505,0,ROBO A BORDO DE MICROBUS S.V.,N-4.5.3,2021-05,7190.0,CONSULADO,2020-06
4506,0,ROBO A BORDO DE MICROBUS S.V.,N-4.5.4,2021-05,15715.0,CONSULADO,2020-06
4507,0,ROBO A BORDO DE MICROBUS S.V.,N-4.5.5,2021-05,10433.0,CONSULADO,2020-06
4508,0,ROBO A BORDO DE MICROBUS S.V.,N-4.5.6,2021-05,4480.0,CONSULADO,2020-06
4509,0,ROBO A BORDO DE MICROBUS S.V.,N-4.5.7,2021-05,4060.0,CONSULADO,2020-06
4510,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.1,2021-05,4767.0,MOCTEZUMA,2020-06
4511,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.10,2021-05,10240.0,MOCTEZUMA,2020-06
4512,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.11,2021-05,8265.0,MOCTEZUMA,2020-06
4513,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.12,2021-05,6197.0,MOCTEZUMA,2020-06
4514,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.13,2021-05,8418.0,MOCTEZUMA,2020-06
4515,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.14,2021-05,10938.0,MOCTEZUMA,2020-06
4516,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.2,2021-05,8852.0,MOCTEZUMA,2020-06
4517,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.3,2021-05,6962.0,MOCTEZUMA,2020-06
4518,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.4,2021-05,7648.0,MOCTEZUMA,2020-06
4519,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.5,2021-05,11633.0,MOCTEZUMA,2020-06
4520,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.6,2021-05,10409.0,MOCTEZUMA,2020-06
4521,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.7,2021-05,10090.0,MOCTEZUMA,2020-06
4522,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.8,2021-05,4838.0,MOCTEZUMA,2020-06
4523,0,ROBO A BORDO DE MICROBUS S.V.,N-4.6.9,2021-05,12102.0,MOCTEZUMA,2020-06
4524,0,ROBO A BORDO DE MICROBUS S.V.,N-4.7.1,2021-05,6001.0,ZARAGOZA,2020-06
4525,0,ROBO A BORDO DE MICROBUS S.V.,N-4.7.2,2021-05,8502.0,ZARAGOZA,2020-06
4526,0,ROBO A BORDO DE MICROBUS S.V.,N-4.7.3,2021-05,7692.0,ZARAGOZA,2020-06
4527,0,ROBO A BORDO DE MICROBUS S.V.,N-4.7.4,2021-05,5388.0,ZARAGOZA,2020-06
4528,0,ROBO A BORDO DE MICROBUS S.V.,N-4.7.5,2021-05,1740.0,ZARAGOZA,2020-06
4529,0,ROBO A BORDO DE MICROBUS S.V.,N-4.7.6,2021-05,4953.0,ZARAGOZA,2020-06
4530,13,ROBO A BORDO DE MICROBUS S.V.,(NO ESPECIFICADO),2021-05,,NO ESPECIFICADO,2020-06
4531,0,ROBO A BORDO DE MICROBUS S.V.,O-1.1.1,2021-05,0.0,ABASTO-REFORMA,2020-06
4532,0,ROBO A BORDO DE MICROBUS S.V.,O-1.1.2,2021-05,0.0,ABASTO-REFORMA,2020-06
4533,0,ROBO A BORDO DE MICROBUS S.V.,O-1.1.3,2021-05,0.0,ABASTO-REFORMA,2020-06
4534,0,ROBO A BORDO DE MICROBUS S.V.,O-1.1.4,2021-05,0.0,ABASTO-REFORMA,2020-06
4535,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.1,2021-05,7403.0,ABASTO-REFORMA,2020-06
4536,1,ROBO A BORDO DE MICROBUS S.V.,O-1.2.10,2021-05,8475.0,ABASTO-REFORMA,2020-06
4537,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.11,2021-05,5905.0,ABASTO-REFORMA,2020-06
4538,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.12,2021-05,10610.0,ABASTO-REFORMA,2020-06
4539,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.13,2021-05,12248.0,ABASTO-REFORMA,2020-06
4540,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.14,2021-05,15435.0,ABASTO-REFORMA,2020-06
4541,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.15,2021-05,12150.0,ABASTO-REFORMA,2020-06
4542,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.16,2021-05,7962.0,ABASTO-REFORMA,2020-06
4543,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.17,2021-05,22143.0,ABASTO-REFORMA,2020-06
4544,1,ROBO A BORDO DE MICROBUS S.V.,O-1.2.18,2021-05,418.0,ABASTO-REFORMA,2020-06
4545,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.2,2021-05,2380.0,ABASTO-REFORMA,2020-06
4546,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.3,2021-05,9597.0,ABASTO-REFORMA,2020-06
4547,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.4,2021-05,7254.0,ABASTO-REFORMA,2020-06
4548,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.5,2021-05,9469.0,ABASTO-REFORMA,2020-06
4549,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.6,2021-05,11383.0,ABASTO-REFORMA,2020-06
4550,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.7,2021-05,8860.0,ABASTO-REFORMA,2020-06
4551,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.8,2021-05,13305.0,ABASTO-REFORMA,2020-06
4552,0,ROBO A BORDO DE MICROBUS S.V.,O-1.2.9,2021-05,6085.0,ABASTO-REFORMA,2020-06
4553,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.1,2021-05,12653.0,CHURUBUSCO,2020-06
4554,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.10,2021-05,13900.0,CHURUBUSCO,2020-06
4555,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.11,2021-05,6945.0,CHURUBUSCO,2020-06
4556,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.12,2021-05,7303.0,CHURUBUSCO,2020-06
4557,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.2,2021-05,13673.0,CHURUBUSCO,2020-06
4558,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.3,2021-05,13505.0,CHURUBUSCO,2020-06
4559,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.4,2021-05,5356.0,CHURUBUSCO,2020-06
4560,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.5,2021-05,10622.0,CHURUBUSCO,2020-06
4561,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.6,2021-05,4388.0,CHURUBUSCO,2020-06
4562,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.7,2021-05,8893.0,CHURUBUSCO,2020-06
4563,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.8,2021-05,9964.0,CHURUBUSCO,2020-06
4564,0,ROBO A BORDO DE MICROBUS S.V.,O-1.3.9,2021-05,10795.0,CHURUBUSCO,2020-06
4565,0,ROBO A BORDO DE MICROBUS S.V.,O-1.4.1,2021-05,22009.0,ESTRELLA,2020-06
4566,0,ROBO A BORDO DE MICROBUS S.V.,O-1.4.2,2021-05,14818.0,ESTRELLA,2020-06
4567,0,ROBO A BORDO DE MICROBUS S.V.,O-1.4.3,2021-05,32788.0,ESTRELLA,2020-06
4568,1,ROBO A BORDO DE MICROBUS S.V.,O-1.4.4,2021-05,29731.0,ESTRELLA,2020-06
4569,0,ROBO A BORDO DE MICROBUS S.V.,O-1.4.5,2021-05,17803.0,ESTRELLA,2020-06
4570,1,ROBO A BORDO DE MICROBUS S.V.,O-1.4.6,2021-05,17103.0,ESTRELLA,2020-06
4571,0,ROBO A BORDO DE MICROBUS S.V.,O-1.4.7,2021-05,9247.0,ESTRELLA,2020-06
4572,0,ROBO A BORDO DE MICROBUS S.V.,O-1.4.8,2021-05,15325.0,ESTRELLA,2020-06
4573,0,ROBO A BORDO DE MICROBUS S.V.,O-1.4.9,2021-05,19001.0,ESTRELLA,2020-06
4574,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.1,2021-05,16857.0,GRANJAS,2020-06
4575,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.10,2021-05,6638.0,GRANJAS,2020-06
4576,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.11,2021-05,3592.0,GRANJAS,2020-06
4577,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.12,2021-05,3240.0,GRANJAS,2020-06
4578,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.2,2021-05,7395.0,GRANJAS,2020-06
4579,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.3,2021-05,19129.0,GRANJAS,2020-06
4580,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.4,2021-05,6208.0,GRANJAS,2020-06
4581,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.5,2021-05,6338.0,GRANJAS,2020-06
4582,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.6,2021-05,7524.0,GRANJAS,2020-06
4583,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.7,2021-05,5440.0,GRANJAS,2020-06
4584,0,ROBO A BORDO DE MICROBUS S.V.,O-1.5.8,2021-05,8943.0,GRANJAS,2020-06
4585,2,ROBO A BORDO DE MICROBUS S.V.,O-1.5.9,2021-05,4382.0,GRANJAS,2020-06
4586,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.1,2021-05,2497.0,OASIS,2020-06
4587,1,ROBO A BORDO DE MICROBUS S.V.,O-2.1.10,2021-05,24085.0,OASIS,2020-06
4588,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.11,2021-05,1621.0,OASIS,2020-06
4589,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.12,2021-05,9419.0,OASIS,2020-06
4590,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.13,2021-05,20275.0,OASIS,2020-06
4591,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.14,2021-05,9930.0,OASIS,2020-06
4592,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.15,2021-05,16779.0,OASIS,2020-06
4593,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.16,2021-05,7103.0,OASIS,2020-06
4594,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.17,2021-05,5915.0,OASIS,2020-06
4595,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.18,2021-05,8014.0,OASIS,2020-06
4596,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.19,2021-05,18396.0,OASIS,2020-06
4597,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.2,2021-05,7202.0,OASIS,2020-06
4598,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.20,2021-05,9472.0,OASIS,2020-06
4599,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.21,2021-05,8359.0,OASIS,2020-06
4600,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.22,2021-05,3483.0,OASIS,2020-06
4601,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.23,2021-05,9252.0,OASIS,2020-06
4602,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.24,2021-05,7362.0,OASIS,2020-06
4603,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.3,2021-05,2371.0,OASIS,2020-06
4604,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.4,2021-05,4593.0,OASIS,2020-06
4605,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.5,2021-05,8470.0,OASIS,2020-06
4606,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.6,2021-05,5969.0,OASIS,2020-06
4607,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.7,2021-05,6361.0,OASIS,2020-06
4608,1,ROBO A BORDO DE MICROBUS S.V.,O-2.1.8,2021-05,17352.0,OASIS,2020-06
4609,0,ROBO A BORDO DE MICROBUS S.V.,O-2.1.9,2021-05,3804.0,OASIS,2020-06
4610,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.1,2021-05,10404.0,QUETZAL,2020-06
4611,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.10,2021-05,23540.0,QUETZAL,2020-06
4612,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.11,2021-05,12845.0,QUETZAL,2020-06
4613,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.12,2021-05,15465.0,QUETZAL,2020-06
4614,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.13,2021-05,15047.0,QUETZAL,2020-06
4615,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.14,2021-05,23688.0,QUETZAL,2020-06
4616,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.2,2021-05,11084.0,QUETZAL,2020-06
4617,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.3,2021-05,12074.0,QUETZAL,2020-06
4618,1,ROBO A BORDO DE MICROBUS S.V.,O-2.2.4,2021-05,25464.0,QUETZAL,2020-06
4619,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.5,2021-05,21083.0,QUETZAL,2020-06
4620,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.6,2021-05,24639.0,QUETZAL,2020-06
4621,1,ROBO A BORDO DE MICROBUS S.V.,O-2.2.7,2021-05,25831.0,QUETZAL,2020-06
4622,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.8,2021-05,13939.0,QUETZAL,2020-06
4623,0,ROBO A BORDO DE MICROBUS S.V.,O-2.2.9,2021-05,43116.0,QUETZAL,2020-06
4624,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.1,2021-05,32517.0,SANTA CRUZ,2020-06
4625,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.10,2021-05,37989.0,SANTA CRUZ,2020-06
4626,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.11,2021-05,11076.0,SANTA CRUZ,2020-06
4627,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.12,2021-05,13439.0,SANTA CRUZ,2020-06
4628,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.13,2021-05,4332.0,SANTA CRUZ,2020-06
4629,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.14,2021-05,8026.0,SANTA CRUZ,2020-06
4630,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.2,2021-05,22953.0,SANTA CRUZ,2020-06
4631,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.3,2021-05,9711.0,SANTA CRUZ,2020-06
4632,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.4,2021-05,7254.0,SANTA CRUZ,2020-06
4633,1,ROBO A BORDO DE MICROBUS S.V.,O-2.3.5,2021-05,5990.0,SANTA CRUZ,2020-06
4634,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.6,2021-05,11406.0,SANTA CRUZ,2020-06
4635,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.7,2021-05,8532.0,SANTA CRUZ,2020-06
4636,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.8,2021-05,7281.0,SANTA CRUZ,2020-06
4637,0,ROBO A BORDO DE MICROBUS S.V.,O-2.3.9,2021-05,13136.0,SANTA CRUZ,2020-06
4638,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.1,2021-05,17437.0,TEOTONGO,2020-06
4639,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.10,2021-05,18701.0,TEOTONGO,2020-06
4640,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.11,2021-05,16897.0,TEOTONGO,2020-06
4641,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.12,2021-05,11359.0,TEOTONGO,2020-06
4642,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.13,2021-05,14069.0,TEOTONGO,2020-06
4643,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.14,2021-05,10492.0,TEOTONGO,2020-06
4644,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.15,2021-05,18873.0,TEOTONGO,2020-06
4645,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.16,2021-05,20431.0,TEOTONGO,2020-06
4646,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.2,2021-05,8860.0,TEOTONGO,2020-06
4647,1,ROBO A BORDO DE MICROBUS S.V.,O-2.4.3,2021-05,15574.0,TEOTONGO,2020-06
4648,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.4,2021-05,16458.0,TEOTONGO,2020-06
4649,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.5,2021-05,16212.0,TEOTONGO,2020-06
4650,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.6,2021-05,25702.0,TEOTONGO,2020-06
4651,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.7,2021-05,17813.0,TEOTONGO,2020-06
4652,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.8,2021-05,23798.0,TEOTONGO,2020-06
4653,0,ROBO A BORDO DE MICROBUS S.V.,O-2.4.9,2021-05,17817.0,TEOTONGO,2020-06
4654,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.1,2021-05,22652.0,TEZONCO,2020-06
4655,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.10,2021-05,25684.0,TEZONCO,2020-06
4656,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.11,2021-05,29794.0,TEZONCO,2020-06
4657,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.2,2021-05,30768.0,TEZONCO,2020-06
4658,2,ROBO A BORDO DE MICROBUS S.V.,O-2.5.3,2021-05,20163.0,TEZONCO,2020-06
4659,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.4,2021-05,23894.0,TEZONCO,2020-06
4660,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.5,2021-05,25874.0,TEZONCO,2020-06
4661,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.6,2021-05,17249.0,TEZONCO,2020-06
4662,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.7,2021-05,36811.0,TEZONCO,2020-06
4663,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.8,2021-05,32571.0,TEZONCO,2020-06
4664,0,ROBO A BORDO DE MICROBUS S.V.,O-2.5.9,2021-05,29999.0,TEZONCO,2020-06
4665,0,ROBO A BORDO DE MICROBUS S.V.,O-3.1.1,2021-05,24021.0,MILPA ALTA,2020-06
4666,0,ROBO A BORDO DE MICROBUS S.V.,O-3.1.2,2021-05,8758.0,MILPA ALTA,2020-06
4667,0,ROBO A BORDO DE MICROBUS S.V.,O-3.1.3,2021-05,15414.0,MILPA ALTA,2020-06
4668,0,ROBO A BORDO DE MICROBUS S.V.,O-3.1.4,2021-05,12342.0,MILPA ALTA,2020-06
4669,0,ROBO A BORDO DE MICROBUS S.V.,O-3.1.5,2021-05,4340.0,MILPA ALTA,2020-06
4670,0,ROBO A BORDO DE MICROBUS S.V.,O-3.2.1,2021-05,11183.0,TECOMITL,2020-06
4671,0,ROBO A BORDO DE MICROBUS S.V.,O-3.2.2,2021-05,13235.0,TECOMITL,2020-06
4672,0,ROBO A BORDO DE MICROBUS S.V.,O-3.2.3,2021-05,7571.0,TECOMITL,2020-06
4673,0,ROBO A BORDO DE MICROBUS S.V.,O-3.2.4,2021-05,11815.0,TECOMITL,2020-06
4674,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.1,2021-05,9540.0,MIXQUIC,2020-06
4675,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.10,2021-05,13310.0,MIXQUIC,2020-06
4676,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.2,2021-05,23753.0,MIXQUIC,2020-06
4677,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.3,2021-05,9175.0,MIXQUIC,2020-06
4678,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.4,2021-05,13777.0,MIXQUIC,2020-06
4679,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.5,2021-05,14609.0,MIXQUIC,2020-06
4680,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.6,2021-05,19073.0,MIXQUIC,2020-06
4681,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.7,2021-05,15691.0,MIXQUIC,2020-06
4682,1,ROBO A BORDO DE MICROBUS S.V.,O-3.3.8,2021-05,33579.0,MIXQUIC,2020-06
4683,0,ROBO A BORDO DE MICROBUS S.V.,O-3.3.9,2021-05,7736.0,MIXQUIC,2020-06
4684,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.1,2021-05,24015.0,ZAPOTITLA,2020-06
4685,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.10,2021-05,17017.0,ZAPOTITLA,2020-06
4686,1,ROBO A BORDO DE MICROBUS S.V.,O-3.4.2,2021-05,28394.0,ZAPOTITLA,2020-06
4687,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.3,2021-05,10688.0,ZAPOTITLA,2020-06
4688,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.4,2021-05,7659.0,ZAPOTITLA,2020-06
4689,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.5,2021-05,18217.0,ZAPOTITLA,2020-06
4690,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.6,2021-05,31280.0,ZAPOTITLA,2020-06
4691,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.7,2021-05,13072.0,ZAPOTITLA,2020-06
4692,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.8,2021-05,16702.0,ZAPOTITLA,2020-06
4693,0,ROBO A BORDO DE MICROBUS S.V.,O-3.4.9,2021-05,18181.0,ZAPOTITLA,2020-06
