,count,crime,date,population
435,0,ROBO A TRANSPORTISTA S.V.,2019-01,8785911
436,0,ROBO A TRANSPORTISTA S.V.,2019-02,8785911
437,0,ROBO A TRANSPORTISTA S.V.,2019-03,8785911
438,1,ROBO A TRANSPORTISTA S.V.,2019-04,8785911
439,1,ROBO A TRANSPORTISTA S.V.,2019-05,8785911
440,0,ROBO A TRANSPORTISTA S.V.,2019-06,8785911
441,1,ROBO A TRANSPORTISTA S.V.,2019-07,8785911
442,0,ROBO A TRANSPORTISTA S.V.,2019-08,8785911
443,1,ROBO A TRANSPORTISTA S.V.,2019-09,8785911
444,0,ROBO A TRANSPORTISTA S.V.,2019-10,8785911
445,2,ROBO A TRANSPORTISTA S.V.,2019-11,8785911
446,1,ROBO A TRANSPORTISTA S.V.,2019-12,8785911
447,0,ROBO A TRANSPORTISTA S.V.,2020-01,8785911
448,0,ROBO A TRANSPORTISTA S.V.,2020-02,8785911
449,1,ROBO A TRANSPORTISTA S.V.,2020-03,8785911
450,0,ROBO A TRANSPORTISTA S.V.,2020-04,8785911
451,0,ROBO A TRANSPORTISTA S.V.,2020-05,8785911
452,0,ROBO A TRANSPORTISTA S.V.,2020-06,8785911
453,0,ROBO A TRANSPORTISTA S.V.,2020-07,8785911
454,0,ROBO A TRANSPORTISTA S.V.,2020-08,8785911
455,1,ROBO A TRANSPORTISTA S.V.,2020-09,8785911
456,0,ROBO A TRANSPORTISTA S.V.,2020-10,8785911
457,0,ROBO A TRANSPORTISTA S.V.,2020-11,8785911
458,0,ROBO A TRANSPORTISTA S.V.,2020-12,8785911
459,1,ROBO A TRANSPORTISTA S.V.,2021-01,8785911
460,0,ROBO A TRANSPORTISTA S.V.,2021-02,8785911
461,3,ROBO A TRANSPORTISTA S.V.,2021-03,8785911
462,1,ROBO A TRANSPORTISTA S.V.,2021-04,8785911
463,0,ROBO A TRANSPORTISTA S.V.,2021-05,8785911
464,419,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-01,8785911
465,341,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-02,8785911
466,423,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-03,8785911
467,428,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-04,8785911
468,412,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-05,8785911
469,372,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-06,8785911
470,360,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-07,8785911
471,345,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-08,8785911
472,336,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-09,8785911
473,341,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-10,8785911
474,335,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-11,8785911
475,311,ROBO DE VEHICULO AUTOMOTOR C.V.,2019-12,8785911
476,332,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-01,8785911
477,322,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-02,8785911
478,353,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-03,8785911
479,278,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-04,8785911
480,267,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-05,8785911
481,305,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-06,8785911
482,290,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-07,8785911
483,216,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-08,8785911
484,229,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-09,8785911
485,289,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-10,8785911
486,252,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-11,8785911
487,234,ROBO DE VEHICULO AUTOMOTOR C.V.,2020-12,8785911
488,226,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-01,8785911
489,215,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-02,8785911
490,198,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-03,8785911
491,199,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-04,8785911
492,192,ROBO DE VEHICULO AUTOMOTOR C.V.,2021-05,8785911
493,824,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-01,8785911
494,757,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-02,8785911
495,742,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-03,8785911
496,747,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-04,8785911
497,795,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-05,8785911
498,737,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-06,8785911
499,696,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-07,8785911
500,681,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-08,8785911
501,688,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-09,8785911
502,712,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-10,8785911
503,711,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-11,8785911
504,638,ROBO DE VEHICULO AUTOMOTOR S.V.,2019-12,8785911
505,701,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-01,8785911
506,680,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-02,8785911
507,662,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-03,8785911
508,471,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-04,8785911
509,477,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-05,8785911
510,519,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-06,8785911
511,558,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-07,8785911
512,568,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-08,8785911
513,530,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-09,8785911
514,544,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-10,8785911
515,568,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-11,8785911
516,513,ROBO DE VEHICULO AUTOMOTOR S.V.,2020-12,8785911
517,470,ROBO DE VEHICULO AUTOMOTOR S.V.,2021-01,8785911
518,426,ROBO DE VEHICULO AUTOMOTOR S.V.,2021-02,8785911
519,456,ROBO DE VEHICULO AUTOMOTOR S.V.,2021-03,8785911
520,432,ROBO DE VEHICULO AUTOMOTOR S.V.,2021-04,8785911
521,390,ROBO DE VEHICULO AUTOMOTOR S.V.,2021-05,8785911
522,17,SECUESTRO,2019-01,8785911
523,2,SECUESTRO,2019-02,8785911
524,7,SECUESTRO,2019-03,8785911
525,1,SECUESTRO,2019-04,8785911
526,7,SECUESTRO,2019-05,8785911
527,7,SECUESTRO,2019-06,8785911
528,8,SECUESTRO,2019-07,8785911
529,4,SECUESTRO,2019-08,8785911
530,1,SECUESTRO,2019-09,8785911
531,5,SECUESTRO,2019-10,8785911
532,3,SECUESTRO,2019-11,8785911
533,3,SECUESTRO,2019-12,8785911
534,4,SECUESTRO,2020-01,8785911
535,3,SECUESTRO,2020-02,8785911
536,1,SECUESTRO,2020-03,8785911
537,4,SECUESTRO,2020-04,8785911
538,3,SECUESTRO,2020-05,8785911
539,1,SECUESTRO,2020-06,8785911
540,5,SECUESTRO,2020-07,8785911
541,1,SECUESTRO,2020-08,8785911
542,0,SECUESTRO,2020-09,8785911
543,4,SECUESTRO,2020-10,8785911
544,3,SECUESTRO,2020-11,8785911
545,0,SECUESTRO,2020-12,8785911
546,1,SECUESTRO,2021-01,8785911
547,1,SECUESTRO,2021-02,8785911
548,0,SECUESTRO,2021-03,8785911
549,1,SECUESTRO,2021-04,8785911
550,0,SECUESTRO,2021-05,8785911
551,97,VIOLACION,2019-01,8785911
552,109,VIOLACION,2019-02,8785911
553,128,VIOLACION,2019-03,8785911
554,143,VIOLACION,2019-04,8785911
555,126,VIOLACION,2019-05,8785911
556,109,VIOLACION,2019-06,8785911
557,121,VIOLACION,2019-07,8785911
558,130,VIOLACION,2019-08,8785911
559,142,VIOLACION,2019-09,8785911
560,165,VIOLACION,2019-10,8785911
561,130,VIOLACION,2019-11,8785911
562,115,VIOLACION,2019-12,8785911
563,143,VIOLACION,2020-01,8785911
564,148,VIOLACION,2020-02,8785911
565,147,VIOLACION,2020-03,8785911
566,88,VIOLACION,2020-04,8785911
567,89,VIOLACION,2020-05,8785911
568,113,VIOLACION,2020-06,8785911
569,113,VIOLACION,2020-07,8785911
570,115,VIOLACION,2020-08,8785911
571,139,VIOLACION,2020-09,8785911
572,134,VIOLACION,2020-10,8785911
573,117,VIOLACION,2020-11,8785911
574,115,VIOLACION,2020-12,8785911
575,108,VIOLACION,2021-01,8785911
576,116,VIOLACION,2021-02,8785911
577,148,VIOLACION,2021-03,8785911
578,132,VIOLACION,2021-04,8785911
579,149,VIOLACION,2021-05,8785911
