,count,crime,date,population,sector
0,3,HOMICIDIO DOLOSO,2019-01,171082.0,ABASTO-REFORMA
1,1,HOMICIDIO DOLOSO,2019-02,171082.0,ABASTO-REFORMA
2,0,HOMICIDIO DOLOSO,2019-03,171082.0,ABASTO-REFORMA
3,1,HOMICIDIO DOLOSO,2019-04,171082.0,ABASTO-REFORMA
4,3,HOMICIDIO DOLOSO,2019-05,171082.0,ABASTO-REFORMA
5,2,HOMICIDIO DOLOSO,2019-06,171082.0,ABASTO-REFORMA
6,3,HOMICIDIO DOLOSO,2019-07,171082.0,ABASTO-REFORMA
7,2,HOMICIDIO DOLOSO,2019-08,171082.0,ABASTO-REFORMA
8,3,HOMICIDIO DOLOSO,2019-09,171082.0,ABASTO-REFORMA
9,3,HOMICIDIO DOLOSO,2019-10,171082.0,ABASTO-REFORMA
10,3,HOMICIDIO DOLOSO,2019-11,171082.0,ABASTO-REFORMA
11,2,HOMICIDIO DOLOSO,2019-12,171082.0,ABASTO-REFORMA
12,3,HOMICIDIO DOLOSO,2020-01,171082.0,ABASTO-REFORMA
13,2,HOMICIDIO DOLOSO,2020-02,171082.0,ABASTO-REFORMA
14,1,HOMICIDIO DOLOSO,2020-03,171082.0,ABASTO-REFORMA
15,5,HOMICIDIO DOLOSO,2020-04,171082.0,ABASTO-REFORMA
16,0,HOMICIDIO DOLOSO,2020-05,171082.0,ABASTO-REFORMA
17,3,HOMICIDIO DOLOSO,2020-06,171082.0,ABASTO-REFORMA
18,4,HOMICIDIO DOLOSO,2020-07,171082.0,ABASTO-REFORMA
19,4,HOMICIDIO DOLOSO,2020-08,171082.0,ABASTO-REFORMA
20,3,HOMICIDIO DOLOSO,2020-09,171082.0,ABASTO-REFORMA
21,2,HOMICIDIO DOLOSO,2020-10,171082.0,ABASTO-REFORMA
22,2,HOMICIDIO DOLOSO,2020-11,171082.0,ABASTO-REFORMA
23,1,HOMICIDIO DOLOSO,2020-12,171082.0,ABASTO-REFORMA
24,1,HOMICIDIO DOLOSO,2021-01,171082.0,ABASTO-REFORMA
25,0,HOMICIDIO DOLOSO,2021-02,171082.0,ABASTO-REFORMA
26,2,HOMICIDIO DOLOSO,2021-03,171082.0,ABASTO-REFORMA
27,1,HOMICIDIO DOLOSO,2021-04,171082.0,ABASTO-REFORMA
28,0,HOMICIDIO DOLOSO,2021-05,171082.0,ABASTO-REFORMA
29,2,LESIONES POR ARMA DE FUEGO,2019-01,171082.0,ABASTO-REFORMA
30,2,LESIONES POR ARMA DE FUEGO,2019-02,171082.0,ABASTO-REFORMA
31,0,LESIONES POR ARMA DE FUEGO,2019-03,171082.0,ABASTO-REFORMA
32,1,LESIONES POR ARMA DE FUEGO,2019-04,171082.0,ABASTO-REFORMA
33,2,LESIONES POR ARMA DE FUEGO,2019-05,171082.0,ABASTO-REFORMA
34,0,LESIONES POR ARMA DE FUEGO,2019-06,171082.0,ABASTO-REFORMA
35,3,LESIONES POR ARMA DE FUEGO,2019-07,171082.0,ABASTO-REFORMA
36,2,LESIONES POR ARMA DE FUEGO,2019-08,171082.0,ABASTO-REFORMA
37,4,LESIONES POR ARMA DE FUEGO,2019-09,171082.0,ABASTO-REFORMA
38,2,LESIONES POR ARMA DE FUEGO,2019-10,171082.0,ABASTO-REFORMA
39,1,LESIONES POR ARMA DE FUEGO,2019-11,171082.0,ABASTO-REFORMA
40,1,LESIONES POR ARMA DE FUEGO,2019-12,171082.0,ABASTO-REFORMA
41,4,LESIONES POR ARMA DE FUEGO,2020-01,171082.0,ABASTO-REFORMA
42,0,LESIONES POR ARMA DE FUEGO,2020-02,171082.0,ABASTO-REFORMA
43,4,LESIONES POR ARMA DE FUEGO,2020-03,171082.0,ABASTO-REFORMA
44,3,LESIONES POR ARMA DE FUEGO,2020-04,171082.0,ABASTO-REFORMA
45,3,LESIONES POR ARMA DE FUEGO,2020-05,171082.0,ABASTO-REFORMA
46,1,LESIONES POR ARMA DE FUEGO,2020-06,171082.0,ABASTO-REFORMA
47,2,LESIONES POR ARMA DE FUEGO,2020-07,171082.0,ABASTO-REFORMA
48,4,LESIONES POR ARMA DE FUEGO,2020-08,171082.0,ABASTO-REFORMA
49,1,LESIONES POR ARMA DE FUEGO,2020-09,171082.0,ABASTO-REFORMA
50,4,LESIONES POR ARMA DE FUEGO,2020-10,171082.0,ABASTO-REFORMA
51,2,LESIONES POR ARMA DE FUEGO,2020-11,171082.0,ABASTO-REFORMA
52,1,LESIONES POR ARMA DE FUEGO,2020-12,171082.0,ABASTO-REFORMA
53,0,LESIONES POR ARMA DE FUEGO,2021-01,171082.0,ABASTO-REFORMA
54,1,LESIONES POR ARMA DE FUEGO,2021-02,171082.0,ABASTO-REFORMA
55,3,LESIONES POR ARMA DE FUEGO,2021-03,171082.0,ABASTO-REFORMA
56,3,LESIONES POR ARMA DE FUEGO,2021-04,171082.0,ABASTO-REFORMA
57,0,LESIONES POR ARMA DE FUEGO,2021-05,171082.0,ABASTO-REFORMA
58,0,ROBO A BORDO DE METRO C.V.,2019-01,171082.0,ABASTO-REFORMA
59,0,ROBO A BORDO DE METRO C.V.,2019-02,171082.0,ABASTO-REFORMA
60,0,ROBO A BORDO DE METRO C.V.,2019-03,171082.0,ABASTO-REFORMA
61,0,ROBO A BORDO DE METRO C.V.,2019-04,171082.0,ABASTO-REFORMA
62,0,ROBO A BORDO DE METRO C.V.,2019-05,171082.0,ABASTO-REFORMA
63,0,ROBO A BORDO DE METRO C.V.,2019-06,171082.0,ABASTO-REFORMA
64,0,ROBO A BORDO DE METRO C.V.,2019-07,171082.0,ABASTO-REFORMA
65,0,ROBO A BORDO DE METRO C.V.,2019-08,171082.0,ABASTO-REFORMA
66,0,ROBO A BORDO DE METRO C.V.,2019-09,171082.0,ABASTO-REFORMA
67,0,ROBO A BORDO DE METRO C.V.,2019-10,171082.0,ABASTO-REFORMA
68,0,ROBO A BORDO DE METRO C.V.,2019-11,171082.0,ABASTO-REFORMA
69,0,ROBO A BORDO DE METRO C.V.,2019-12,171082.0,ABASTO-REFORMA
70,0,ROBO A BORDO DE METRO C.V.,2020-01,171082.0,ABASTO-REFORMA
71,0,ROBO A BORDO DE METRO C.V.,2020-02,171082.0,ABASTO-REFORMA
72,2,ROBO A BORDO DE METRO C.V.,2020-03,171082.0,ABASTO-REFORMA
73,0,ROBO A BORDO DE METRO C.V.,2020-04,171082.0,ABASTO-REFORMA
74,0,ROBO A BORDO DE METRO C.V.,2020-05,171082.0,ABASTO-REFORMA
75,0,ROBO A BORDO DE METRO C.V.,2020-06,171082.0,ABASTO-REFORMA
76,0,ROBO A BORDO DE METRO C.V.,2020-07,171082.0,ABASTO-REFORMA
77,0,ROBO A BORDO DE METRO C.V.,2020-08,171082.0,ABASTO-REFORMA
78,0,ROBO A BORDO DE METRO C.V.,2020-09,171082.0,ABASTO-REFORMA
79,0,ROBO A BORDO DE METRO C.V.,2020-10,171082.0,ABASTO-REFORMA
80,0,ROBO A BORDO DE METRO C.V.,2020-11,171082.0,ABASTO-REFORMA
81,0,ROBO A BORDO DE METRO C.V.,2020-12,171082.0,ABASTO-REFORMA
82,0,ROBO A BORDO DE METRO C.V.,2021-01,171082.0,ABASTO-REFORMA
83,0,ROBO A BORDO DE METRO C.V.,2021-02,171082.0,ABASTO-REFORMA
84,0,ROBO A BORDO DE METRO C.V.,2021-03,171082.0,ABASTO-REFORMA
85,0,ROBO A BORDO DE METRO C.V.,2021-04,171082.0,ABASTO-REFORMA
86,0,ROBO A BORDO DE METRO C.V.,2021-05,171082.0,ABASTO-REFORMA
87,3,ROBO A BORDO DE METRO S.V.,2019-01,171082.0,ABASTO-REFORMA
88,3,ROBO A BORDO DE METRO S.V.,2019-02,171082.0,ABASTO-REFORMA
89,1,ROBO A BORDO DE METRO S.V.,2019-03,171082.0,ABASTO-REFORMA
90,3,ROBO A BORDO DE METRO S.V.,2019-04,171082.0,ABASTO-REFORMA
91,0,ROBO A BORDO DE METRO S.V.,2019-05,171082.0,ABASTO-REFORMA
92,2,ROBO A BORDO DE METRO S.V.,2019-06,171082.0,ABASTO-REFORMA
93,0,ROBO A BORDO DE METRO S.V.,2019-07,171082.0,ABASTO-REFORMA
94,1,ROBO A BORDO DE METRO S.V.,2019-08,171082.0,ABASTO-REFORMA
95,0,ROBO A BORDO DE METRO S.V.,2019-09,171082.0,ABASTO-REFORMA
96,2,ROBO A BORDO DE METRO S.V.,2019-10,171082.0,ABASTO-REFORMA
97,1,ROBO A BORDO DE METRO S.V.,2019-11,171082.0,ABASTO-REFORMA
98,1,ROBO A BORDO DE METRO S.V.,2019-12,171082.0,ABASTO-REFORMA
99,0,ROBO A BORDO DE METRO S.V.,2020-01,171082.0,ABASTO-REFORMA
100,3,ROBO A BORDO DE METRO S.V.,2020-02,171082.0,ABASTO-REFORMA
101,0,ROBO A BORDO DE METRO S.V.,2020-03,171082.0,ABASTO-REFORMA
102,0,ROBO A BORDO DE METRO S.V.,2020-04,171082.0,ABASTO-REFORMA
103,0,ROBO A BORDO DE METRO S.V.,2020-05,171082.0,ABASTO-REFORMA
104,0,ROBO A BORDO DE METRO S.V.,2020-06,171082.0,ABASTO-REFORMA
105,0,ROBO A BORDO DE METRO S.V.,2020-07,171082.0,ABASTO-REFORMA
106,0,ROBO A BORDO DE METRO S.V.,2020-08,171082.0,ABASTO-REFORMA
107,2,ROBO A BORDO DE METRO S.V.,2020-09,171082.0,ABASTO-REFORMA
108,0,ROBO A BORDO DE METRO S.V.,2020-10,171082.0,ABASTO-REFORMA
109,1,ROBO A BORDO DE METRO S.V.,2020-11,171082.0,ABASTO-REFORMA
110,0,ROBO A BORDO DE METRO S.V.,2020-12,171082.0,ABASTO-REFORMA
111,0,ROBO A BORDO DE METRO S.V.,2021-01,171082.0,ABASTO-REFORMA
112,0,ROBO A BORDO DE METRO S.V.,2021-02,171082.0,ABASTO-REFORMA
113,0,ROBO A BORDO DE METRO S.V.,2021-03,171082.0,ABASTO-REFORMA
114,0,ROBO A BORDO DE METRO S.V.,2021-04,171082.0,ABASTO-REFORMA
115,0,ROBO A BORDO DE METRO S.V.,2021-05,171082.0,ABASTO-REFORMA
116,5,ROBO A BORDO DE MICROBUS C.V.,2019-01,171082.0,ABASTO-REFORMA
117,1,ROBO A BORDO DE MICROBUS C.V.,2019-02,171082.0,ABASTO-REFORMA
118,2,ROBO A BORDO DE MICROBUS C.V.,2019-03,171082.0,ABASTO-REFORMA
119,2,ROBO A BORDO DE MICROBUS C.V.,2019-04,171082.0,ABASTO-REFORMA
120,4,ROBO A BORDO DE MICROBUS C.V.,2019-05,171082.0,ABASTO-REFORMA
121,6,ROBO A BORDO DE MICROBUS C.V.,2019-06,171082.0,ABASTO-REFORMA
122,8,ROBO A BORDO DE MICROBUS C.V.,2019-07,171082.0,ABASTO-REFORMA
123,9,ROBO A BORDO DE MICROBUS C.V.,2019-08,171082.0,ABASTO-REFORMA
124,3,ROBO A BORDO DE MICROBUS C.V.,2019-09,171082.0,ABASTO-REFORMA
125,4,ROBO A BORDO DE MICROBUS C.V.,2019-10,171082.0,ABASTO-REFORMA
126,0,ROBO A BORDO DE MICROBUS C.V.,2019-11,171082.0,ABASTO-REFORMA
127,0,ROBO A BORDO DE MICROBUS C.V.,2019-12,171082.0,ABASTO-REFORMA
128,1,ROBO A BORDO DE MICROBUS C.V.,2020-01,171082.0,ABASTO-REFORMA
129,1,ROBO A BORDO DE MICROBUS C.V.,2020-02,171082.0,ABASTO-REFORMA
130,1,ROBO A BORDO DE MICROBUS C.V.,2020-03,171082.0,ABASTO-REFORMA
131,1,ROBO A BORDO DE MICROBUS C.V.,2020-04,171082.0,ABASTO-REFORMA
132,1,ROBO A BORDO DE MICROBUS C.V.,2020-05,171082.0,ABASTO-REFORMA
133,2,ROBO A BORDO DE MICROBUS C.V.,2020-06,171082.0,ABASTO-REFORMA
134,1,ROBO A BORDO DE MICROBUS C.V.,2020-07,171082.0,ABASTO-REFORMA
135,0,ROBO A BORDO DE MICROBUS C.V.,2020-08,171082.0,ABASTO-REFORMA
136,0,ROBO A BORDO DE MICROBUS C.V.,2020-09,171082.0,ABASTO-REFORMA
137,0,ROBO A BORDO DE MICROBUS C.V.,2020-10,171082.0,ABASTO-REFORMA
138,1,ROBO A BORDO DE MICROBUS C.V.,2020-11,171082.0,ABASTO-REFORMA
139,1,ROBO A BORDO DE MICROBUS C.V.,2020-12,171082.0,ABASTO-REFORMA
140,0,ROBO A BORDO DE MICROBUS C.V.,2021-01,171082.0,ABASTO-REFORMA
141,1,ROBO A BORDO DE MICROBUS C.V.,2021-02,171082.0,ABASTO-REFORMA
142,2,ROBO A BORDO DE MICROBUS C.V.,2021-03,171082.0,ABASTO-REFORMA
143,0,ROBO A BORDO DE MICROBUS C.V.,2021-04,171082.0,ABASTO-REFORMA
144,1,ROBO A BORDO DE MICROBUS C.V.,2021-05,171082.0,ABASTO-REFORMA
145,1,ROBO A BORDO DE MICROBUS S.V.,2019-01,171082.0,ABASTO-REFORMA
146,1,ROBO A BORDO DE MICROBUS S.V.,2019-02,171082.0,ABASTO-REFORMA
147,1,ROBO A BORDO DE MICROBUS S.V.,2019-03,171082.0,ABASTO-REFORMA
148,0,ROBO A BORDO DE MICROBUS S.V.,2019-04,171082.0,ABASTO-REFORMA
149,1,ROBO A BORDO DE MICROBUS S.V.,2019-05,171082.0,ABASTO-REFORMA
150,1,ROBO A BORDO DE MICROBUS S.V.,2019-06,171082.0,ABASTO-REFORMA
151,0,ROBO A BORDO DE MICROBUS S.V.,2019-07,171082.0,ABASTO-REFORMA
152,0,ROBO A BORDO DE MICROBUS S.V.,2019-08,171082.0,ABASTO-REFORMA
153,0,ROBO A BORDO DE MICROBUS S.V.,2019-09,171082.0,ABASTO-REFORMA
154,0,ROBO A BORDO DE MICROBUS S.V.,2019-10,171082.0,ABASTO-REFORMA
155,1,ROBO A BORDO DE MICROBUS S.V.,2019-11,171082.0,ABASTO-REFORMA
156,0,ROBO A BORDO DE MICROBUS S.V.,2019-12,171082.0,ABASTO-REFORMA
157,0,ROBO A BORDO DE MICROBUS S.V.,2020-01,171082.0,ABASTO-REFORMA
158,0,ROBO A BORDO DE MICROBUS S.V.,2020-02,171082.0,ABASTO-REFORMA
159,0,ROBO A BORDO DE MICROBUS S.V.,2020-03,171082.0,ABASTO-REFORMA
160,0,ROBO A BORDO DE MICROBUS S.V.,2020-04,171082.0,ABASTO-REFORMA
161,1,ROBO A BORDO DE MICROBUS S.V.,2020-05,171082.0,ABASTO-REFORMA
162,0,ROBO A BORDO DE MICROBUS S.V.,2020-06,171082.0,ABASTO-REFORMA
163,1,ROBO A BORDO DE MICROBUS S.V.,2020-07,171082.0,ABASTO-REFORMA
164,0,ROBO A BORDO DE MICROBUS S.V.,2020-08,171082.0,ABASTO-REFORMA
165,0,ROBO A BORDO DE MICROBUS S.V.,2020-09,171082.0,ABASTO-REFORMA
166,0,ROBO A BORDO DE MICROBUS S.V.,2020-10,171082.0,ABASTO-REFORMA
167,0,ROBO A BORDO DE MICROBUS S.V.,2020-11,171082.0,ABASTO-REFORMA
168,0,ROBO A BORDO DE MICROBUS S.V.,2020-12,171082.0,ABASTO-REFORMA
169,0,ROBO A BORDO DE MICROBUS S.V.,2021-01,171082.0,ABASTO-REFORMA
170,0,ROBO A BORDO DE MICROBUS S.V.,2021-02,171082.0,ABASTO-REFORMA
171,0,ROBO A BORDO DE MICROBUS S.V.,2021-03,171082.0,ABASTO-REFORMA
172,0,ROBO A BORDO DE MICROBUS S.V.,2021-04,171082.0,ABASTO-REFORMA
173,1,ROBO A BORDO DE MICROBUS S.V.,2021-05,171082.0,ABASTO-REFORMA
174,1,ROBO A BORDO DE TAXI C.V.,2019-01,171082.0,ABASTO-REFORMA
175,0,ROBO A BORDO DE TAXI C.V.,2019-02,171082.0,ABASTO-REFORMA
176,0,ROBO A BORDO DE TAXI C.V.,2019-03,171082.0,ABASTO-REFORMA
177,0,ROBO A BORDO DE TAXI C.V.,2019-04,171082.0,ABASTO-REFORMA
178,0,ROBO A BORDO DE TAXI C.V.,2019-05,171082.0,ABASTO-REFORMA
179,0,ROBO A BORDO DE TAXI C.V.,2019-06,171082.0,ABASTO-REFORMA
180,1,ROBO A BORDO DE TAXI C.V.,2019-07,171082.0,ABASTO-REFORMA
181,1,ROBO A BORDO DE TAXI C.V.,2019-08,171082.0,ABASTO-REFORMA
182,0,ROBO A BORDO DE TAXI C.V.,2019-09,171082.0,ABASTO-REFORMA
183,1,ROBO A BORDO DE TAXI C.V.,2019-10,171082.0,ABASTO-REFORMA
184,0,ROBO A BORDO DE TAXI C.V.,2019-11,171082.0,ABASTO-REFORMA
185,1,ROBO A BORDO DE TAXI C.V.,2019-12,171082.0,ABASTO-REFORMA
186,1,ROBO A BORDO DE TAXI C.V.,2020-01,171082.0,ABASTO-REFORMA
187,0,ROBO A BORDO DE TAXI C.V.,2020-02,171082.0,ABASTO-REFORMA
188,0,ROBO A BORDO DE TAXI C.V.,2020-03,171082.0,ABASTO-REFORMA
189,0,ROBO A BORDO DE TAXI C.V.,2020-04,171082.0,ABASTO-REFORMA
190,0,ROBO A BORDO DE TAXI C.V.,2020-05,171082.0,ABASTO-REFORMA
191,0,ROBO A BORDO DE TAXI C.V.,2020-06,171082.0,ABASTO-REFORMA
192,0,ROBO A BORDO DE TAXI C.V.,2020-07,171082.0,ABASTO-REFORMA
193,0,ROBO A BORDO DE TAXI C.V.,2020-08,171082.0,ABASTO-REFORMA
194,0,ROBO A BORDO DE TAXI C.V.,2020-09,171082.0,ABASTO-REFORMA
195,0,ROBO A BORDO DE TAXI C.V.,2020-10,171082.0,ABASTO-REFORMA
196,0,ROBO A BORDO DE TAXI C.V.,2020-11,171082.0,ABASTO-REFORMA
197,0,ROBO A BORDO DE TAXI C.V.,2020-12,171082.0,ABASTO-REFORMA
198,0,ROBO A BORDO DE TAXI C.V.,2021-01,171082.0,ABASTO-REFORMA
199,1,ROBO A BORDO DE TAXI C.V.,2021-02,171082.0,ABASTO-REFORMA
200,0,ROBO A BORDO DE TAXI C.V.,2021-03,171082.0,ABASTO-REFORMA
201,1,ROBO A BORDO DE TAXI C.V.,2021-04,171082.0,ABASTO-REFORMA
202,0,ROBO A BORDO DE TAXI C.V.,2021-05,171082.0,ABASTO-REFORMA
203,1,ROBO A CASA HABITACION C.V.,2019-01,171082.0,ABASTO-REFORMA
204,2,ROBO A CASA HABITACION C.V.,2019-02,171082.0,ABASTO-REFORMA
205,1,ROBO A CASA HABITACION C.V.,2019-03,171082.0,ABASTO-REFORMA
206,0,ROBO A CASA HABITACION C.V.,2019-04,171082.0,ABASTO-REFORMA
207,0,ROBO A CASA HABITACION C.V.,2019-05,171082.0,ABASTO-REFORMA
208,1,ROBO A CASA HABITACION C.V.,2019-06,171082.0,ABASTO-REFORMA
209,2,ROBO A CASA HABITACION C.V.,2019-07,171082.0,ABASTO-REFORMA
210,0,ROBO A CASA HABITACION C.V.,2019-08,171082.0,ABASTO-REFORMA
211,1,ROBO A CASA HABITACION C.V.,2019-09,171082.0,ABASTO-REFORMA
212,0,ROBO A CASA HABITACION C.V.,2019-10,171082.0,ABASTO-REFORMA
213,0,ROBO A CASA HABITACION C.V.,2019-11,171082.0,ABASTO-REFORMA
214,0,ROBO A CASA HABITACION C.V.,2019-12,171082.0,ABASTO-REFORMA
215,0,ROBO A CASA HABITACION C.V.,2020-01,171082.0,ABASTO-REFORMA
216,0,ROBO A CASA HABITACION C.V.,2020-02,171082.0,ABASTO-REFORMA
217,0,ROBO A CASA HABITACION C.V.,2020-03,171082.0,ABASTO-REFORMA
218,1,ROBO A CASA HABITACION C.V.,2020-04,171082.0,ABASTO-REFORMA
219,1,ROBO A CASA HABITACION C.V.,2020-05,171082.0,ABASTO-REFORMA
220,0,ROBO A CASA HABITACION C.V.,2020-06,171082.0,ABASTO-REFORMA
221,0,ROBO A CASA HABITACION C.V.,2020-07,171082.0,ABASTO-REFORMA
222,2,ROBO A CASA HABITACION C.V.,2020-08,171082.0,ABASTO-REFORMA
223,1,ROBO A CASA HABITACION C.V.,2020-09,171082.0,ABASTO-REFORMA
224,0,ROBO A CASA HABITACION C.V.,2020-10,171082.0,ABASTO-REFORMA
225,2,ROBO A CASA HABITACION C.V.,2020-11,171082.0,ABASTO-REFORMA
226,0,ROBO A CASA HABITACION C.V.,2020-12,171082.0,ABASTO-REFORMA
227,1,ROBO A CASA HABITACION C.V.,2021-01,171082.0,ABASTO-REFORMA
228,0,ROBO A CASA HABITACION C.V.,2021-02,171082.0,ABASTO-REFORMA
229,0,ROBO A CASA HABITACION C.V.,2021-03,171082.0,ABASTO-REFORMA
230,1,ROBO A CASA HABITACION C.V.,2021-04,171082.0,ABASTO-REFORMA
231,1,ROBO A CASA HABITACION C.V.,2021-05,171082.0,ABASTO-REFORMA
232,1,ROBO A CUENTAHABIENTE C.V.,2019-01,171082.0,ABASTO-REFORMA
233,0,ROBO A CUENTAHABIENTE C.V.,2019-02,171082.0,ABASTO-REFORMA
234,5,ROBO A CUENTAHABIENTE C.V.,2019-03,171082.0,ABASTO-REFORMA
235,4,ROBO A CUENTAHABIENTE C.V.,2019-04,171082.0,ABASTO-REFORMA
236,2,ROBO A CUENTAHABIENTE C.V.,2019-05,171082.0,ABASTO-REFORMA
237,0,ROBO A CUENTAHABIENTE C.V.,2019-06,171082.0,ABASTO-REFORMA
238,3,ROBO A CUENTAHABIENTE C.V.,2019-07,171082.0,ABASTO-REFORMA
239,4,ROBO A CUENTAHABIENTE C.V.,2019-08,171082.0,ABASTO-REFORMA
240,1,ROBO A CUENTAHABIENTE C.V.,2019-09,171082.0,ABASTO-REFORMA
241,2,ROBO A CUENTAHABIENTE C.V.,2019-10,171082.0,ABASTO-REFORMA
242,0,ROBO A CUENTAHABIENTE C.V.,2019-11,171082.0,ABASTO-REFORMA
243,1,ROBO A CUENTAHABIENTE C.V.,2019-12,171082.0,ABASTO-REFORMA
244,1,ROBO A CUENTAHABIENTE C.V.,2020-01,171082.0,ABASTO-REFORMA
245,2,ROBO A CUENTAHABIENTE C.V.,2020-02,171082.0,ABASTO-REFORMA
246,0,ROBO A CUENTAHABIENTE C.V.,2020-03,171082.0,ABASTO-REFORMA
247,1,ROBO A CUENTAHABIENTE C.V.,2020-04,171082.0,ABASTO-REFORMA
248,0,ROBO A CUENTAHABIENTE C.V.,2020-05,171082.0,ABASTO-REFORMA
249,0,ROBO A CUENTAHABIENTE C.V.,2020-06,171082.0,ABASTO-REFORMA
250,1,ROBO A CUENTAHABIENTE C.V.,2020-07,171082.0,ABASTO-REFORMA
251,1,ROBO A CUENTAHABIENTE C.V.,2020-08,171082.0,ABASTO-REFORMA
252,2,ROBO A CUENTAHABIENTE C.V.,2020-09,171082.0,ABASTO-REFORMA
253,1,ROBO A CUENTAHABIENTE C.V.,2020-10,171082.0,ABASTO-REFORMA
254,1,ROBO A CUENTAHABIENTE C.V.,2020-11,171082.0,ABASTO-REFORMA
255,2,ROBO A CUENTAHABIENTE C.V.,2020-12,171082.0,ABASTO-REFORMA
256,2,ROBO A CUENTAHABIENTE C.V.,2021-01,171082.0,ABASTO-REFORMA
257,1,ROBO A CUENTAHABIENTE C.V.,2021-02,171082.0,ABASTO-REFORMA
258,2,ROBO A CUENTAHABIENTE C.V.,2021-03,171082.0,ABASTO-REFORMA
259,0,ROBO A CUENTAHABIENTE C.V.,2021-04,171082.0,ABASTO-REFORMA
260,0,ROBO A CUENTAHABIENTE C.V.,2021-05,171082.0,ABASTO-REFORMA
261,19,ROBO A NEGOCIO C.V.,2019-01,171082.0,ABASTO-REFORMA
262,14,ROBO A NEGOCIO C.V.,2019-02,171082.0,ABASTO-REFORMA
263,8,ROBO A NEGOCIO C.V.,2019-03,171082.0,ABASTO-REFORMA
264,6,ROBO A NEGOCIO C.V.,2019-04,171082.0,ABASTO-REFORMA
265,13,ROBO A NEGOCIO C.V.,2019-05,171082.0,ABASTO-REFORMA
266,10,ROBO A NEGOCIO C.V.,2019-06,171082.0,ABASTO-REFORMA
267,12,ROBO A NEGOCIO C.V.,2019-07,171082.0,ABASTO-REFORMA
268,17,ROBO A NEGOCIO C.V.,2019-08,171082.0,ABASTO-REFORMA
269,9,ROBO A NEGOCIO C.V.,2019-09,171082.0,ABASTO-REFORMA
270,14,ROBO A NEGOCIO C.V.,2019-10,171082.0,ABASTO-REFORMA
271,14,ROBO A NEGOCIO C.V.,2019-11,171082.0,ABASTO-REFORMA
272,10,ROBO A NEGOCIO C.V.,2019-12,171082.0,ABASTO-REFORMA
273,8,ROBO A NEGOCIO C.V.,2020-01,171082.0,ABASTO-REFORMA
274,13,ROBO A NEGOCIO C.V.,2020-02,171082.0,ABASTO-REFORMA
275,19,ROBO A NEGOCIO C.V.,2020-03,171082.0,ABASTO-REFORMA
276,17,ROBO A NEGOCIO C.V.,2020-04,171082.0,ABASTO-REFORMA
277,14,ROBO A NEGOCIO C.V.,2020-05,171082.0,ABASTO-REFORMA
278,14,ROBO A NEGOCIO C.V.,2020-06,171082.0,ABASTO-REFORMA
279,14,ROBO A NEGOCIO C.V.,2020-07,171082.0,ABASTO-REFORMA
280,19,ROBO A NEGOCIO C.V.,2020-08,171082.0,ABASTO-REFORMA
281,16,ROBO A NEGOCIO C.V.,2020-09,171082.0,ABASTO-REFORMA
282,20,ROBO A NEGOCIO C.V.,2020-10,171082.0,ABASTO-REFORMA
283,25,ROBO A NEGOCIO C.V.,2020-11,171082.0,ABASTO-REFORMA
284,16,ROBO A NEGOCIO C.V.,2020-12,171082.0,ABASTO-REFORMA
285,16,ROBO A NEGOCIO C.V.,2021-01,171082.0,ABASTO-REFORMA
286,10,ROBO A NEGOCIO C.V.,2021-02,171082.0,ABASTO-REFORMA
287,5,ROBO A NEGOCIO C.V.,2021-03,171082.0,ABASTO-REFORMA
288,7,ROBO A NEGOCIO C.V.,2021-04,171082.0,ABASTO-REFORMA
289,7,ROBO A NEGOCIO C.V.,2021-05,171082.0,ABASTO-REFORMA
290,5,ROBO A REPARTIDOR C.V.,2019-01,171082.0,ABASTO-REFORMA
291,8,ROBO A REPARTIDOR C.V.,2019-02,171082.0,ABASTO-REFORMA
292,11,ROBO A REPARTIDOR C.V.,2019-03,171082.0,ABASTO-REFORMA
293,9,ROBO A REPARTIDOR C.V.,2019-04,171082.0,ABASTO-REFORMA
294,6,ROBO A REPARTIDOR C.V.,2019-05,171082.0,ABASTO-REFORMA
295,9,ROBO A REPARTIDOR C.V.,2019-06,171082.0,ABASTO-REFORMA
296,6,ROBO A REPARTIDOR C.V.,2019-07,171082.0,ABASTO-REFORMA
297,12,ROBO A REPARTIDOR C.V.,2019-08,171082.0,ABASTO-REFORMA
298,10,ROBO A REPARTIDOR C.V.,2019-09,171082.0,ABASTO-REFORMA
299,8,ROBO A REPARTIDOR C.V.,2019-10,171082.0,ABASTO-REFORMA
300,6,ROBO A REPARTIDOR C.V.,2019-11,171082.0,ABASTO-REFORMA
301,8,ROBO A REPARTIDOR C.V.,2019-12,171082.0,ABASTO-REFORMA
302,11,ROBO A REPARTIDOR C.V.,2020-01,171082.0,ABASTO-REFORMA
303,3,ROBO A REPARTIDOR C.V.,2020-02,171082.0,ABASTO-REFORMA
304,1,ROBO A REPARTIDOR C.V.,2020-03,171082.0,ABASTO-REFORMA
305,4,ROBO A REPARTIDOR C.V.,2020-04,171082.0,ABASTO-REFORMA
306,5,ROBO A REPARTIDOR C.V.,2020-05,171082.0,ABASTO-REFORMA
307,5,ROBO A REPARTIDOR C.V.,2020-06,171082.0,ABASTO-REFORMA
308,6,ROBO A REPARTIDOR C.V.,2020-07,171082.0,ABASTO-REFORMA
